Year,Gender,Class,Event,Rank,Athlete,School,Mark
2011,Boys,Class 1,4X100 Meter Relay,2,,Kingston College,40.97q
2011,Boys,Class 1,4X100 Meter Relay,3,,Calabar High School,41.25q
2011,Boys,Class 1,4X100 Meter Relay,4,,St. Jago High,41.54
2011,Boys,Class 1,4X100 Meter Relay,5,,Manchester High,42.03
2011,Boys,Class 1,4X100 Meter Relay,6,,Porus High School,45.00
2011,Boys,Class 1,4X100 Meter Relay,7,,Dunoon Technical High,46.52
2011,Boys,Class 1,4X100 Meter Relay,--,,Spanish Town High,DNS
2011,Boys,Class 1,4X100 Meter Relay,1,,St. Elizabeth Technical High,40.17Q
2011,Boys,Class 1,4X100 Meter Relay,2,,Bridgeport High,40.68Q
2011,Boys,Class 1,4X100 Meter Relay,3,,Wolmer's,40.77Q
2011,Boys,Class 1,4X100 Meter Relay,4,,Munro College,40.89Q
2011,Boys,Class 1,4X100 Meter Relay,5,,Camperdown High,41.02Q
2011,Boys,Class 1,4X100 Meter Relay,6,,Kingston College,40.97q
2011,Boys,Class 1,4X100 Meter Relay,7,,Calabar High School,41.25q
2011,Boys,Class 1,4X100 Meter Relay,8,,Jamaica College,41.29q
2011,Boys,Class 1,4X100 Meter Relay,9,,St. Jago High,41.54
2011,Boys,Class 1,4X100 Meter Relay,10,,Herbert Morrison,41.55
2011,Boys,Class 1,4X100 Meter Relay,11,,Dinthill Technical High,41.60
2011,Boys,Class 1,4X100 Meter Relay,12,,Manchester High,42.03
2011,Boys,Class 1,4X100 Meter Relay,13,,Excelsior High,42.48
2011,Boys,Class 1,4X100 Meter Relay,14,,Bellefield High,42.83
2011,Boys,Class 1,4X100 Meter Relay,15,,Petersfield High,43.12
2011,Boys,Class 1,4X100 Meter Relay,16,,Greater Portmore,43.38
2011,Boys,Class 1,4X100 Meter Relay,17,,Buff Bay High,43.45
2011,Boys,Class 1,4X100 Meter Relay,18,,Tacius Golding High,43.46
2011,Boys,Class 1,4X100 Meter Relay,19,,Rusea's High,43.77
2011,Boys,Class 1,4X100 Meter Relay,20,,William Knibb Memorial High,43.98
2011,Boys,Class 1,4X100 Meter Relay,21,,Charlemont High,44.37
2011,Boys,Class 1,4X100 Meter Relay,22,,St. James High,44.43
2011,Boys,Class 1,4X100 Meter Relay,23,,Cumberland High School,44.66
2011,Boys,Class 1,4X100 Meter Relay,24,,Charlie Smith High,44.82
2011,Boys,Class 1,4X100 Meter Relay,25,,St. Andrew College,44.97
2011,Boys,Class 1,4X100 Meter Relay,26,,Porus High School,45.00
2011,Boys,Class 1,4X100 Meter Relay,27,,Ardenne High,45.94
2011,Boys,Class 1,4X100 Meter Relay,28,,Godfrey Stewart High,46.05
2011,Boys,Class 1,4X100 Meter Relay,29,,Dunoon Technical High,46.52
2011,Boys,Class 1,4X100 Meter Relay,30,,Haile Selassie High,46.72
2011,Boys,Class 1,4X100 Meter Relay,--,,Fair Prospect,DQ  RULE 170.2
2011,Boys,Class 1,4X100 Meter Relay,--,,Holmwood Technical High,DQ  RULE 170.2
2011,Boys,Class 1,4X100 Meter Relay,--,,Donald Quarrie High,DQ  RULE 170.2
2011,Boys,Class 1,4X100 Meter Relay,--,,Claude McKay High,"DQ  RULE 170,2"
2011,Boys,Class 1,4X100 Meter Relay,--,,Old Harbour High,DQ  RULE 170.2
2011,Boys,Class 1,4X100 Meter Relay,--,,Spanish Town High,DNS
2011,Boys,Class 1,4X100 Meter Relay,--,,Titchfield High School,DNS
2011,Boys,Class 1,4X100 Meter Relay,--,,Central High,DNS
2011,Boys,Class 1,4X100 Meter Relay,--,,Glenmuir High,DNS
2011,Boys,Open,400 Meter Dash,1,Andre Mcfarlene,Oberlin High,
2011,Boys,Open,400 Meter Dash,2,Oshan Webb,Spot Valley High,
2011,Boys,Open,400 Meter Dash,3,Sanjay Ricketts,Central High,
2011,Boys,Open,400 Meter Dash,4,Kemol Burnett,Camperdown High,
2011,Boys,Open,400 Meter Dash,5,Stachell Williams,Ocho Rios High,
2011,Boys,Open,400 Meter Dash,6,Aldain Harris,Dinthill Technical High,
2011,Boys,Open,400 Meter Dash,--,Warren Palmer,McGrath High,
2011,Boys,Open,400 Meter Dash,1,Darron Hunter,Kingston College,
2011,Boys,Open,400 Meter Dash,2,Brandon Clarke,Wolmer's,
2011,Boys,Open,400 Meter Dash,3,Clifton Lee,Munro College,
2011,Boys,Open,400 Meter Dash,4,Giovannie White,Jamaica College,
2011,Boys,Open,400 Meter Dash,5,Adrian Riley,Calabar High School,
2011,Boys,Open,400 Meter Dash,6,Waquar Larrington,St. Jago High,
2011,Boys,Open,400 Meter Dash,7,Zavia Lynch,Godfrey Stewart High,
2011,Boys,Open,400 Meter Dash,8,Elswick Moncrieffe,Excelsior High,
2011,Boys,Open,400 Meter Dash,1,Andre Mcfarlene,Oberlin High,50.23
2011,Boys,Open,400 Meter Dash,2,Darron Hunter,Kingston College,51.46
2011,Boys,Open,400 Meter Dash,3,Brandon Clarke,Wolmer's,52.39
2011,Boys,Open,400 Meter Dash,4,Clifton Lee,Munro College,52.40
2011,Boys,Open,400 Meter Dash,5,Oshan Webb,Spot Valley High,52.80
2011,Boys,Open,400 Meter Dash,6,Giovannie White,Jamaica College,53.77
2011,Boys,Open,400 Meter Dash,7,Sanjay Ricketts,Central High,54.17
2011,Boys,Open,400 Meter Dash,8,Adrian Riley,Calabar High School,54.50
2011,Boys,Open,400 Meter Dash,9,Kemol Burnett,Camperdown High,54.88
2011,Boys,Open,400 Meter Dash,10,Waquar Larrington,St. Jago High,54.93
2011,Boys,Open,400 Meter Dash,11,Zavia Lynch,Godfrey Stewart High,59.14
2011,Boys,Open,400 Meter Dash,12,Stachell Williams,Ocho Rios High,1:03.09
2011,Boys,Open,400 Meter Dash,13,Elswick Moncrieffe,Excelsior High,1:05.40
2011,Boys,Open,400 Meter Dash,14,Aldain Harris,Dinthill Technical High,1:05.63
2011,Boys,Open,400 Meter Dash,--,Warren Palmer,McGrath High,DNS
2011,Boys,Open,2000 Meter Steeplechase,1,Sanje Pantry,St. Jago High,6:27.89Q
2011,Boys,Open,2000 Meter Steeplechase,2,Aaron Lee,Jamaica College,6:31.27Q
2011,Boys,Open,2000 Meter Steeplechase,3,Rohan Simms,Titchfield High School,6:31.59q
2011,Boys,Open,2000 Meter Steeplechase,4,Palmer Nambhard,Bellefield High,6:41.38q
2011,Boys,Open,2000 Meter Steeplechase,5,Ricardo Lawes,Edwin Allen High,6:46.47q
2011,Boys,Open,2000 Meter Steeplechase,6,Jamie Williams,Dinthill Technical High,6:51.34
2011,Boys,Open,2000 Meter Steeplechase,7,Ricardo Anon,Calabar High School,6:54.73
2011,Boys,Open,2000 Meter Steeplechase,8,Lerone Haye,Ocho Rios High,7:18.95
2011,Boys,Open,2000 Meter Steeplechase,9,Zavia Simpson,Claude McKay High,7:27.71
2011,Boys,Open,2000 Meter Steeplechase,10,Odane Dennison,Godfrey Stewart High,8:20.36
2011,Boys,Open,2000 Meter Steeplechase,11,Gervan Garrison,Vauxhall High,8:20.79
2011,Boys,Open,2000 Meter Steeplechase,--,Rohan Maragh,Tacius Golding High,DNF
2011,Boys,Open,2000 Meter Steeplechase,--,Shoska Graham,Mona High,DNS
2011,Boys,Open,2000 Meter Steeplechase,1,Webster Chung,St. Jago High,6:33.24Q
2011,Boys,Open,2000 Meter Steeplechase,2,Jermaine James,Kingston College,6:43.85Q
2011,Boys,Open,2000 Meter Steeplechase,3,Damion Douglas,Hydel Group of Schools,6:48.41q
2011,Boys,Open,2000 Meter Steeplechase,4,Kemar Barrett,Wolmer's,6:49.05q
2011,Boys,Open,2000 Meter Steeplechase,5,Christopher Francis,Campion College,7:08.55
2011,Boys,Open,2000 Meter Steeplechase,6,Demoy Dunkley,Balaclava High,7:12.84
2011,Boys,Open,2000 Meter Steeplechase,7,Warren Dunn,Calabar High School,7:43.03
2011,Boys,Open,2000 Meter Steeplechase,8,Rushawn Lindo,Titchfield High School,7:53.85
2011,Boys,Open,2000 Meter Steeplechase,9,Marco Silvera,Mona High,8:50.64
2011,Boys,Open,2000 Meter Steeplechase,--,Dwayne Robinson,Holy Trinity High,DNS
2011,Boys,Open,2000 Meter Steeplechase,--,Shaquille Spence,Holmwood Technical High,DNS
2011,Boys,Open,2000 Meter Steeplechase,--,Jannoi Newman,Spanish Town High,DNS
2011,Boys,Open,2000 Meter Steeplechase,--,Oneil Malcolm,Vauxhall High,DNS
2011,Boys,Open,2000 Meter Steeplechase,1,Bejaun Jones,Jamaica College,6:37.58Q
2011,Boys,Open,2000 Meter Steeplechase,2,Sherdaine Johnson,Holmwood Technical High,6:47.07Q
2011,Boys,Open,2000 Meter Steeplechase,3,Michael Chambers,May Day High,6:51.00q
2011,Boys,Open,2000 Meter Steeplechase,4,Jahnoy Bond,Manchester High,6:52.68
2011,Boys,Open,2000 Meter Steeplechase,5,Leon Parham,Kingston College,6:56.20
2011,Boys,Open,2000 Meter Steeplechase,6,Fabian Montique,Campion College,6:57.53
2011,Boys,Open,2000 Meter Steeplechase,7,Dewite Douglas,Edwin Allen High,7:03.33
2011,Boys,Open,2000 Meter Steeplechase,8,Sheneal Coward,Guys Hill High,7:03.90
2011,Boys,Open,2000 Meter Steeplechase,9,Duval Ashley,Wolmer's,7:11.34
2011,Boys,Open,2000 Meter Steeplechase,10,Jason Edwards,Tacius Golding High,7:37.91
2011,Boys,Open,2000 Meter Steeplechase,11,Damion Prendergast,Munro College,7:43.26
2011,Boys,Open,2000 Meter Steeplechase,12,Odain Foster,Ferncourt High,7:43.56
2011,Boys,Open,2000 Meter Steeplechase,--,Sadeakie Morgan,Bog Walk High,DNF
2011,Boys,Open,2000 Meter Steeplechase,--,Fabian Davis,Haile Selassie High,DNF
2011,Girls,Class 4,High Jump,1,Kathleen Smith,Ardenne High,1.40mq
2011,Girls,Class 4,High Jump,1,Beanca Ebanks,Wolmer's,1.40mq
2011,Girls,Class 4,High Jump,1,Zinedine Russell,Alpha Academy,1.40mq
2011,Girls,Class 4,High Jump,1,Arieka Clarke,Vere Technical High,1.40mq
2011,Girls,Class 4,High Jump,10,Joel Robinson,Hydel Group of Schools,1.35m
2011,Girls,Class 4,High Jump,1,Janiel Moore,Edwin Allen High,1.40mq
2011,Girls,Class 4,High Jump,1,Gabrielle Foster,Alpha Academy,1.40mq
2011,Girls,Class 4,High Jump,1,Gayon Gilzene,Excelsior High,1.40mq
2011,Girls,Class 4,High Jump,1,Celia Lawson,Ardenne High,1.40mq
2011,Girls,Class 4,High Jump,1,Kashama Carter,Wolmer's,1.40mq
2011,Girls,Class 4,High Jump,1,Garnesha Campbell,Holmwood Technical High,1.40mq
2011,Girls,Class 4,High Jump,1,Shaday Anderson,Oberlin High,1.40mq
2011,Girls,Class 4,High Jump,1,Jamie-Lee Brown,St. Andrew High for Girls,1.40mq
2011,Girls,Class 4,High Jump,9,Alyssa Boothe,Manchester High,1.35m
2011,Girls,Class 4,High Jump,9,Satanya Wright,St. Elizabeth Technical High,1.35m
2011,Girls,Class 4,High Jump,11,Tissann Hickling,St. Jago High,1.30m
2011,Boys,Class 3,Long Jump,1,Chavez Brooks,Wolmer's,6.12mq
2011,Boys,Class 3,Long Jump,2,Kevonn Nichols,St. Elizabeth Technical High,5.99mq
2011,Boys,Class 3,Long Jump,3,Rogel O'Sullivan,Calabar High School,5.88mq
2011,Boys,Class 3,Long Jump,4,Ajani James,Jamaica College,5.73mq
2011,Boys,Class 3,Long Jump,5,Shammawi Welington,Kingston College,5.67mq
2011,Boys,Class 3,Long Jump,6,Zaheem Anderson,Herbert Morrison,5.63mq
2011,Boys,Class 3,Long Jump,7,Telphia Hines,Donald Quarrie High,5.60mq
2011,Boys,Class 3,Long Jump,8,Roje Jackson-Chin,St. Jago High,5.38m
2011,Boys,Class 3,Long Jump,9,Kahjay Morris,Charlemont High,5.11m
2011,Boys,Class 3,Long Jump,10,Junior Brown,Hydel Group of Schools,4.99m
2011,Boys,Class 3,Long Jump,11,Delano Rose,Dinthill Technical High,4.97m
2011,Boys,Class 3,Long Jump,12,Lorne Barrett,Campion College,4.94m
2011,Boys,Class 3,Long Jump,13,Sean Pollack,Knox College,4.69m
2011,Boys,Class 3,Long Jump,14,Asani Hylton,Godfrey Stewart High,4.63m
2011,Boys,Class 3,Long Jump,14,Javaonie Lewis,Greater Portmore,4.63m
2011,Boys,Class 3,Long Jump,16,Nicolas Waugh,St. James High,4.59m
2011,Boys,Class 3,Long Jump,17,Jordane Minnott,Old Harbour High,4.22m
2011,Boys,Class 3,Long Jump,--,Daniel Findlay,Camperdown High,FOUL
2011,Boys,Class 3,Long Jump,--,Shackeel Jackson,Grange Hill High,DNS
2011,Boys,Class 3,Long Jump,1,Renaldo Richards,Oberlin High,6.23mq
2011,Boys,Class 3,Long Jump,2,Javaughn Fowler,Calabar High School,5.94mq
2011,Boys,Class 3,Long Jump,3,Sean Wright,Kingston College,5.83mq
2011,Boys,Class 3,Long Jump,4,Sheldon Mckoy,Jamaica College,5.76mq
2011,Boys,Class 3,Long Jump,5,Thomas Eldridge,Holmwood Technical High,5.71mq
2011,Boys,Class 3,Long Jump,6,Akeem Patterson,St. Elizabeth Technical High,5.68mq
2011,Boys,Class 3,Long Jump,7,Jaheel Hyde,Wolmer's,5.65mq
2011,Boys,Class 3,Long Jump,8,Alicks Davis,Manning's High,5.49m
2011,Boys,Class 3,Long Jump,9,Jowayne Johnson,St. Thomas Technical,5.42m
2011,Boys,Class 3,Long Jump,10,Travis Thompson,Campion College,5.38m
2011,Boys,Class 3,Long Jump,11,Jordan Chin,St. Jago High,5.27m
2011,Boys,Class 3,Long Jump,12,Alrick Ottey,Cornwall College,5.25m
2011,Boys,Class 3,Long Jump,13,Tajj Anderson,Titchfield High School,5.21m
2011,Boys,Class 3,Long Jump,14,Karlando Eccleston,Muschett High,5.17m
2011,Boys,Class 3,Long Jump,15,Raphael Walker,Seaforth High,5.00m
2011,Boys,Class 3,Long Jump,16,Dajon Wright,Decarteret College,4.90m
2011,Boys,Class 3,Long Jump,17,Damani Miller,Manchester High,4.78m
2011,Boys,Class 3,Long Jump,18,Nicolie Shemar Nelson,Jose Marti Technical High,4.62m
2011,Boys,Class 3,Long Jump,--,Fabian Hewitt,Bog Walk High,FOUL
2011,Boys,Class 3,Long Jump,--,Orion Cunningham,Spot Valley High,DNS
2011,Girls,Class 3,1500 Meter Run,1,Aleitha Mclaughlin,St. Elizabeth Technical High,4:49.68Q
2011,Girls,Class 3,1500 Meter Run,2,Shanieke Watson,Holmwood Technical High,4:50.43Q
2011,Girls,Class 3,1500 Meter Run,3,Shanakay South,St. Jago High,4:59.16Q
2011,Girls,Class 3,1500 Meter Run,4,Nickesha Reid,Edwin Allen High,5:02.11q
2011,Girls,Class 3,1500 Meter Run,5,Sophia Shaw,Vere Technical High,5:09.30q
2011,Girls,Class 3,1500 Meter Run,6,Stacy-Ann Moyston,Albert Town High,5:20.34q
2011,Girls,Class 3,1500 Meter Run,7,Tashna  T Logan,Cross Keys High,5:27.13q
2011,Girls,Class 3,1500 Meter Run,8,Natara Mccalla,Old Harbour High,5:27.66q
2011,Girls,Class 3,1500 Meter Run,9,Lisa Hall,Holy Childhood High,5:35.01
2011,Girls,Class 3,1500 Meter Run,10,Nelecia Richards,Titchfield High School,5:41.21
2011,Girls,Class 3,1500 Meter Run,--,Shadae Campbell,Maud McLeod High,DNS
2011,Girls,Class 3,1500 Meter Run,1,Lisa Buchanan,Holmwood Technical High,4:52.74Q
2011,Girls,Class 3,1500 Meter Run,2,Chevel Jackson,Ocho Rios High,4:54.92Q
2011,Girls,Class 3,1500 Meter Run,3,Dercia Pitters,Edwin Allen High,4:56.01Q
2011,Girls,Class 3,1500 Meter Run,4,Roshae Burrell,St. Jago High,4:56.13q
2011,Girls,Class 3,1500 Meter Run,5,Priscila Brown,Central High,5:30.72
2011,Girls,Class 3,1500 Meter Run,6,Davina Canaan,Happy Grove High,5:34.92
2011,Girls,Class 3,1500 Meter Run,7,Treya Picking,St. Andrew High for Girls,5:47.73
2011,Girls,Class 3,1500 Meter Run,--,Jolie Girard,Cross Keys High,DNS
2011,Girls,Class 3,1500 Meter Run,--,Shamona Hunt,Glengoffe High,DNS
2011,Girls,Class 3,1500 Meter Run,--,Tamara Leckie,Guys Hill High,DNS
2011,Girls,Open,Shot Put,1,Danniel Thomas,Edwin Allen High,11.27mq
2011,Girls,Open,Shot Put,2,Samantha Hall,St. Jago High,11.15mq
2011,Girls,Open,Shot Put,3,Debisha Scarlett,Maud McLeod High,11.04mq
2011,Girls,Open,Shot Put,3,Devene Brown,St. Hugh's High,11.04mq
2011,Girls,Open,Shot Put,5,Jenese Colguhoun,Herbert Morrison,10.99mq
2011,Girls,Open,Shot Put,6,Gleneve Grange,Holmwood Technical High,10.54mq
2011,Girls,Open,Shot Put,7,Aprell Williams,Wolmer's,10.37mq
2011,Girls,Open,Shot Put,8,Amanda Jenkins,Immaculate Conception High,10.35mq
2011,Girls,Open,Shot Put,9,Sheena Powell,Manchester High,9.97m
2011,Girls,Open,Shot Put,10,Venique Harris,St. Andrew High for Girls,9.90m
2011,Girls,Open,Shot Put,11,Conique Moore,Titchfield High School,9.66m
2011,Girls,Open,Shot Put,12,Sharnett Francis,Claude McKay High,9.04m
2011,Girls,Open,Shot Put,13,Diandra Swaby,Dunoon Technical High,9.00m
2011,Girls,Open,Shot Put,14,Shaniel Anglin,Tacius Golding High,8.73m
2011,Girls,Open,Shot Put,15,Rashell Reid,Manning's High,8.65m
2011,Girls,Open,Shot Put,16,Andre-Ann Anderson,The Queens School,8.55m
2011,Girls,Open,Shot Put,17,Shanalee Greenfield,Spot Valley High,7.99m
2011,Girls,Open,Shot Put,18,Racquel Thomas,Ardenne High,7.06m
2011,Girls,Open,Shot Put,--,Shawna-Kay Townsend,Glengoffe High,ND
2011,Girls,Open,Shot Put,1,Serena Canegan,Vere Technical High,11.60mq
2011,Girls,Open,Shot Put,2,Kellion Knibb,St. Jago High,11.55mq
2011,Girls,Open,Shot Put,3,Serita Roache,St. Hugh's High,10.77mq
2011,Girls,Open,Shot Put,4,Sasha-Gay Marston,Edwin Allen High,10.44mq
2011,Girls,Open,Shot Put,5,Judian Duhaney,Holmwood Technical High,10.34mq
2011,Girls,Open,Shot Put,6,Dorian Anderson,Buff Bay High,10.28mq
2011,Girls,Open,Shot Put,7,Dana Decardova,Manchester High,10.17mq
2011,Girls,Open,Shot Put,8,Omesha Locke,Manning's High,10.12mq
2011,Girls,Open,Shot Put,9,Gabrielle Murdock,Immaculate Conception High,10.08mq
2011,Girls,Open,Shot Put,10,Syriece Jones,Titchfield High School,9.76m
2011,Girls,Open,Shot Put,11,Dafimer Gordon,Spanish Town High,9.53m
2011,Girls,Open,Shot Put,12,Katherine Nevers,Spaldings High,9.38m
2011,Girls,Open,Shot Put,13,Tsahai Ricketts,Excelsior High,9.32m
2011,Girls,Open,Shot Put,14,Decoda Simpson,St. Andrew High for Girls,9.27m
2011,Girls,Open,Shot Put,15,Georgia Mason,Glenmuir High,9.15m
2011,Girls,Open,Shot Put,16,Kevona Giscombe,St. Hildas High School,8.39m
2011,Girls,Open,Shot Put,17,Kadeem Jones,Hopewell High,7.95m
2011,Girls,Open,Shot Put,18,Yolande Richards,Ocho Rios High,7.91m
2011,Girls,Open,Shot Put,19,Codian Brown,St. Andrew College,6.91m
2011,Girls,Open,Shot Put,--,Felicia Streete,Grange Hill High,DNS
2011,Boys,Class 3,1500 Meter Run,1,Rayon Butler,Holmwood Technical High,5:05.40Q
2011,Boys,Class 3,1500 Meter Run,2,Orville Dixon,Calabar High School,5:08.15Q
2011,Boys,Class 3,1500 Meter Run,3,Ryan Holmes,Edwin Allen High,5:09.85Q
2011,Boys,Class 3,1500 Meter Run,4,Nakeem Hemmings,Jamaica College,5:09.86q
2011,Boys,Class 3,1500 Meter Run,5,Demoy Farquharson,Knox College,5:11.27
2011,Boys,Class 3,1500 Meter Run,6,Ackeem Stewart,Happy Grove High,5:14.52
2011,Boys,Class 3,1500 Meter Run,7,Andre Blair,Wolmer's,5:15.90
2011,Boys,Class 3,1500 Meter Run,8,Andre Bennett,Cornwall College,5:17.23
2011,Boys,Class 3,1500 Meter Run,9,Shadane Chambers,Petersfield High,5:32.36
2011,Boys,Class 3,1500 Meter Run,1,Shavanes Robinson,Titchfield High School,4:43.13Q
2011,Boys,Class 3,1500 Meter Run,2,Kemar Mccallum,Jamaica College,4:43.80Q
2011,Boys,Class 3,1500 Meter Run,3,Leo Robinson,Holmwood Technical High,4:44.38Q
2011,Boys,Class 3,1500 Meter Run,4,Tion Gray,Petersfield High,4:44.67q
2011,Boys,Class 3,1500 Meter Run,5,Daniel Wint,Manchester High,4:49.36q
2011,Boys,Class 3,1500 Meter Run,6,Jahneil Burnett,Kingston College,4:53.32q
2011,Boys,Class 3,1500 Meter Run,7,Brandon Bagoo,Munro College,4:53.63q
2011,Boys,Class 3,1500 Meter Run,8,Chevenne Hamilton,Calabar High School,4:55.20q
2011,Girls,Class 2,Discus Throw,1,Tara-Sue Barnett,Edwin Allen High,33.59mq
2011,Girls,Class 2,Discus Throw,2,Sheena Powell,Manchester High,33.57mq
2011,Girls,Class 2,Discus Throw,3,Natanya Mcneish,Holmwood Technical High,32.05mq
2011,Girls,Class 2,Discus Throw,4,Shannique Waite,St. Jago High,31.39mq
2011,Girls,Class 2,Discus Throw,5,Aprell Williams,Wolmer's,30.60mq
2011,Girls,Class 2,Discus Throw,6,Samantha Johnson,Immaculate Conception High,30.33mq
2011,Girls,Class 2,Discus Throw,7,Tsahai Ricketts,Excelsior High,29.96mq
2011,Girls,Class 2,Discus Throw,8,Janiel Reid,Vere Technical High,29.72mq
2011,Girls,Class 2,Discus Throw,9,Glenice Smith,Buff Bay High,28.66m
2011,Girls,Class 2,Discus Throw,10,Decoda Simpson,St. Andrew High for Girls,28.41m
2011,Girls,Class 2,Discus Throw,11,Rashell Reid,Manning's High,28.35m
2011,Girls,Class 2,Discus Throw,12,Anastasia Surtees,St. Hugh's High,28.24m
2011,Girls,Class 2,Discus Throw,--,Latoya Lindo,St. Elizabeth Technical High,DNS
2011,Girls,Class 2,Discus Throw,1,Gleneve Grange,Holmwood Technical High,38.15mq
2011,Girls,Class 2,Discus Throw,2,Kellion Knibb,St. Jago High,36.45mq
2011,Girls,Class 2,Discus Throw,3,Tasha Crosse,Edwin Allen High,32.12mq
2011,Girls,Class 2,Discus Throw,4,Sabina Allen,Vere Technical High,31.93mq
2011,Girls,Class 2,Discus Throw,5,Sherice Mcintosh,St. Hugh's High,31.16mq
2011,Girls,Class 2,Discus Throw,6,Felicia Streete,Grange Hill High,30.98mq
2011,Girls,Class 2,Discus Throw,7,Alethia Edwards,Wolmer's,30.82mq
2011,Girls,Class 2,Discus Throw,8,Shereece Smith,Manchester High,30.44mq
2011,Girls,Class 2,Discus Throw,9,Omesha Locke,Manning's High,29.98mq
2011,Girls,Class 2,Discus Throw,10,Dafimer Gordon,Spanish Town High,29.50mq
2011,Girls,Class 2,Discus Throw,11,Georgia Williams,St. Andrew High for Girls,29.19m
2011,Girls,Class 2,Discus Throw,12,Jonelle Graham,Buff Bay High,28.85m
2011,Girls,Class 2,Discus Throw,13,Macy Mcfarlane,Happy Grove High,24.57m
2011,Girls,Class 2,Discus Throw,14,Teriq Amos,Holy Childhood High,23.68m
2011,Girls,Class 2,1500 Meter Run,1,Marleena Eubanks,Edwin Allen High,4:47.66Q
2011,Girls,Class 2,1500 Meter Run,2,Kimberlee Hinds,Holmwood Technical High,4:53.88Q
2011,Girls,Class 2,1500 Meter Run,3,Shevel Mcdonald,St. Jago High,4:55.30Q
2011,Girls,Class 2,1500 Meter Run,4,Candice Higgins,Excelsior High,4:58.87q
2011,Girls,Class 2,1500 Meter Run,5,Janielle Taylor,Ferncourt High,5:20.19q
2011,Girls,Class 2,1500 Meter Run,6,Tishmar Tomlinson,Godfrey Stewart High,5:25.19
2011,Girls,Class 2,1500 Meter Run,7,Sanique Richards,Glengoffe High,5:26.56
2011,Girls,Class 2,1500 Meter Run,8,Shevanice Edwards,Tacius Golding High,5:38.65
2011,Girls,Class 2,1500 Meter Run,--,Rosheika Lee,Kellits High,DNF
2011,Girls,Class 2,1500 Meter Run,1,Carla Thompson,Edwin Allen High,4:52.71Q
2011,Girls,Class 2,1500 Meter Run,2,Danique Derby,Spaldings High,4:54.06Q
2011,Girls,Class 2,1500 Meter Run,3,Sherene Whyte,Holmwood Technical High,4:54.64Q
2011,Girls,Class 2,1500 Meter Run,4,Antonette Gray,St. Jago High,4:58.84q
2011,Girls,Class 2,1500 Meter Run,5,Taska Johnson,Vere Technical High,4:58.98q
2011,Girls,Class 2,1500 Meter Run,6,Kemo Anderson,Manchester High,5:04.33q
2011,Girls,Class 2,1500 Meter Run,7,Shauna-Lee Brown,Tacius Golding High,5:10.99q
2011,Girls,Class 2,1500 Meter Run,8,Tasheka Hamilton,Guys Hill High,5:25.98
2011,Girls,Class 2,1500 Meter Run,9,Chevelle Walker,Holy Trinity High,5:49.85
2011,Boys,Class 2,1500 Meter Run,8,Navarro Channez Walker,Spaldings High,4:26.80
2011,Boys,Class 2,1500 Meter Run,9,Jason Lewis,Munro College,4:31.09
2011,Boys,Class 2,1500 Meter Run,10,Ricardo Campbell,Camperdown High,4:38.03
2011,Boys,Class 2,1500 Meter Run,11,Fudail Mangroo,Buff Bay High,4:57.95
2011,Boys,Class 2,1500 Meter Run,12,Brandon Lewis,Charlemont High,5:03.30
2011,Boys,Class 2,1500 Meter Run,--,Romario Guthrie,St. Elizabeth Technical High,DNS
2011,Boys,Class 2,1500 Meter Run,1,Kadar Bryan,Jamaica College,4:15.65Q
2011,Boys,Class 2,1500 Meter Run,2,Kadeem Willis,Kingston College,4:16.08Q
2011,Boys,Class 2,1500 Meter Run,3,Tarik Fullerton,Cornwall College,4:16.39q
2011,Boys,Class 2,1500 Meter Run,4,Kamoy Blake,Greater Portmore,4:21.77q
2011,Boys,Class 2,1500 Meter Run,5,Dwayne Pinnock,Wolmer's,4:21.80q
2011,Boys,Class 2,1500 Meter Run,6,Travis Mitchelle,Old Harbour High,4:23.46
2011,Boys,Class 2,1500 Meter Run,1,Rajay Hamilton,Lennon High,4:16.85Q
2011,Boys,Class 2,1500 Meter Run,2,Herbert Thomas,Munro College,4:17.08Q
2011,Boys,Class 2,1500 Meter Run,3,Romaine Headman,Jamaica College,4:17.29q
2011,Boys,Class 2,1500 Meter Run,4,Dominic Powell,Kingston College,4:18.24q
2011,Boys,Class 2,1500 Meter Run,5,Delano Rochester,Clarendon College,4:19.90q
2011,Boys,Class 2,1500 Meter Run,6,Carlington Reid,Calabar High School,4:21.60q
2011,Boys,Class 2,1500 Meter Run,7,Henry Thomas,Tacius Golding High,4:22.87
2011,Boys,Class 2,1500 Meter Run,8,Javaun Newman,Spanish Town High,4:27.03
2011,Boys,Class 2,1500 Meter Run,9,Jaqwan Thomas,Yallahs High,4:29.39
2011,Boys,Class 2,1500 Meter Run,10,Kendre Mccook,St. Jago High,4:32.95
2011,Boys,Class 2,1500 Meter Run,11,Krayous Oliver,Edwin Allen High,4:43.35
2011,Boys,Class 2,1500 Meter Run,12,Winston Freeman,Bellefield High,4:46.90
2011,Boys,Class 2,1500 Meter Run,--,Anthony Small,St. Mary Technical,DNF
2011,Boys,Class 2,1500 Meter Run,1,Robert Thomas,St. Jago High,4:21.90Q
2011,Boys,Class 2,1500 Meter Run,2,Akeem Francis,Edwin Allen High,4:22.08Q
2011,Boys,Class 2,1500 Meter Run,3,Jorel Belfante,Calabar High School,4:22.13
2011,Boys,Class 2,1500 Meter Run,4,Anthony Tomlinson,Maud McLeod High,4:22.94
