Year,Gender,Class,Event,Rank,Athlete,School,Mark
2011,Boys,Class 1,100 Meter Dash,7,Julian Forte,Wolmer's,10.70
2011,Boys,Class 1,100 Meter Dash,--,Odean Skeen,Wolmer's,DNS
2011,Boys,Class 1,100 Meter Dash,9,Everton Clarke,Herbert Morrison,11.08
2011,Boys,Class 1,100 Meter Dash,10,Nethanee Mitchell-Blake,Jamaica College,11.09
2011,Boys,Class 1,100 Meter Dash,11,Nicardo Cameron,St. Mary High,11.14
2011,Boys,Class 1,100 Meter Dash,12,Mikhail Williamson,Ardenne High,11.21
2011,Boys,Class 1,100 Meter Dash,13,Emelio Ferguson,Bridgeport High,11.28
2011,Boys,Class 1,100 Meter Dash,14,Clayon Bailey,Dinthill Technical High,11.34
2011,Boys,Class 1,100 Meter Dash,15,Charles Tam,Kingston College,11.34
2011,Boys,Class 1,100 Meter Dash,16,Adam Senior,St. Catherine High,11.35
2011,Boys,Class 1,100 Meter Dash,17,Oshane Burrell,Manchester High,11.36
2011,Boys,Class 1,100 Meter Dash,18,Davion Daye,Camperdown High,11.41
2011,Boys,Class 1,100 Meter Dash,19,Michael Denton,St. Jago High,11.43
2011,Boys,Class 1,100 Meter Dash,20,Omar Samuels,Petersfield High,11.49
2011,Boys,Class 1,100 Meter Dash,21,Christopher Weller,Claude McKay High,11.72
2011,Boys,Class 1,100 Meter Dash,22,Adam Cummings,Munro College,15.75
2011,Boys,Class 1,100 Meter Dash,--,Richard Roper,Titchfield High School,
2011,Boys,Class 1,100 Meter Dash,--,Kavean Smith,Jamaica College,
2011,Girls,Open,200 Meter Run,1,Lexanna Morgan,Alpha Academy,25.47
2011,Girls,Open,200 Meter Run,2,Gleneve Grange,Holmwood Technical High,25.58
2011,Girls,Open,200 Meter Run,3,Tonique Sobah,St. Jago High,26.20
2011,Girls,Open,200 Meter Run,4,Shanice Grant,Wolmer's,26.59
2011,Girls,Open,200 Meter Run,5,Trudy Mccalla,Oberlin High,26.63
2011,Girls,Open,200 Meter Run,6,Rashema Briscoe,Edwin Allen High,27.27
2011,Girls,Open,200 Meter Run,7,Serena Canegan,Vere Technical High,27.46
2011,Girls,Open,200 Meter Run,8,Georgia Williams,St. Andrew High for Girls,30.20
2011,Girls,Open,2000 Meter Steeplechase,1,Amoya Bailey,Holmwood Technical High,7:10.92
2011,Girls,Open,2000 Meter Steeplechase,2,Chantal Duncan,Vere Technical High,7:10.95
2011,Girls,Open,2000 Meter Steeplechase,3,Patricia Powell,Holmwood Technical High,7:21.68
2011,Girls,Open,2000 Meter Steeplechase,4,Desreen Montaque,Edwin Allen High,7:24.30
2011,Girls,Open,2000 Meter Steeplechase,5,Nekeisha Mitchell,Manchester High,8:09.31
2011,Girls,Open,2000 Meter Steeplechase,6,Shantol Hemley,St. Jago High,8:10.42
2011,Girls,Open,2000 Meter Steeplechase,7,Shauna-Lee Brown,Tacius Golding High,8:16.34
2011,Girls,Open,2000 Meter Steeplechase,8,Kelly-Ann Pinnock,Edwin Allen High,8:28.14
2011,Girls,Open,2000 Meter Steeplechase,9,Latoya Richards,Manchester High,8:46.79
2011,Girls,Open,2000 Meter Steeplechase,10,Sashauna Campbell,Tacius Golding High,9:13.18
2011,Girls,Open,2000 Meter Steeplechase,--,Molly-Ann Blake,St. Jago High,DNF
2011,Girls,Open,2000 Meter Steeplechase,--,Tishmar Tomlinson,Godfrey Stewart High,DQ
2011,Boys,Open,2000 Meter Steeplechase,1,Webster Chung,St. Jago High,6:13.20
2011,Boys,Open,2000 Meter Steeplechase,2,Sanje Pantry,St. Jago High,6:16.45
2011,Boys,Open,2000 Meter Steeplechase,3,Bejaun Jones,Jamaica College,6:20.83
2011,Boys,Open,2000 Meter Steeplechase,4,Aaron Lee,Jamaica College,6:25.26
2011,Boys,Open,2000 Meter Steeplechase,5,Rohan Simms,Titchfield High School,6:39.19
2011,Boys,Open,2000 Meter Steeplechase,6,Damion Douglas,Hydel Group of Schools,6:39.87
2011,Boys,Open,2000 Meter Steeplechase,7,Michael Chambers,May Day High,6:41.31
2011,Boys,Open,2000 Meter Steeplechase,8,Palmer Nambhard,Bellefield High,6:42.86
2011,Boys,Open,2000 Meter Steeplechase,9,Jermaine James,Kingston College,6:57.01
2011,Boys,Open,2000 Meter Steeplechase,10,Ricardo Lawes,Edwin Allen High,7:03.44
2011,Boys,Open,2000 Meter Steeplechase,11,Kemar Barrett,Wolmer's,7:06.87
2011,Boys,Open,2000 Meter Steeplechase,--,Sherdaine Johnson,Holmwood Technical High,DQ
2011,Boys,Open,2000 Meter Steeplechase,13,Jamie Williams,Dinthill Technical High,6:51.34
2011,Boys,Open,2000 Meter Steeplechase,14,Jahnoy Bond,Manchester High,6:52.68
2011,Boys,Open,2000 Meter Steeplechase,15,Ricardo Anon,Calabar High School,6:54.73
2011,Boys,Open,2000 Meter Steeplechase,16,Leon Parham,Kingston College,6:56.20
2011,Boys,Open,2000 Meter Steeplechase,17,Fabian Montique,Campion College,6:57.53
2011,Boys,Open,2000 Meter Steeplechase,18,Dewite Douglas,Edwin Allen High,7:03.33
2011,Boys,Open,2000 Meter Steeplechase,19,Sheneal Coward,Guys Hill High,7:03.90
2011,Boys,Open,2000 Meter Steeplechase,20,Christopher Francis,Campion College,7:08.55
2011,Boys,Open,2000 Meter Steeplechase,21,Duval Ashley,Wolmer's,7:11.34
2011,Boys,Open,2000 Meter Steeplechase,22,Demoy Dunkley,Balaclava High,7:12.84
2011,Boys,Open,2000 Meter Steeplechase,23,Lerone Haye,Ocho Rios High,7:18.95
2011,Boys,Open,2000 Meter Steeplechase,24,Zavia Simpson,Claude McKay High,7:27.71
2011,Boys,Open,2000 Meter Steeplechase,25,Jason Edwards,Tacius Golding High,7:37.91
2011,Boys,Open,2000 Meter Steeplechase,26,Warren Dunn,Calabar High School,7:43.03
2011,Boys,Open,2000 Meter Steeplechase,27,Damion Prendergast,Munro College,7:43.26
2011,Boys,Open,2000 Meter Steeplechase,28,Odain Foster,Ferncourt High,7:43.56
2011,Boys,Open,2000 Meter Steeplechase,29,Rushawn Lindo,Titchfield High School,7:53.85
2011,Boys,Open,2000 Meter Steeplechase,30,Odane Dennison,Godfrey Stewart High,8:20.36
2011,Boys,Open,2000 Meter Steeplechase,31,Gervan Garrison,Vauxhall High,8:20.79
2011,Boys,Open,2000 Meter Steeplechase,32,Marco Silvera,Mona High,8:50.64
2011,Boys,Open,2000 Meter Steeplechase,--,Rohan Maragh,Tacius Golding High,DNF
2011,Boys,Open,2000 Meter Steeplechase,--,Sadeakie Morgan,Bog Walk High,DNF
2011,Boys,Open,2000 Meter Steeplechase,--,Fabian Davis,Haile Selassie High,DNF
2011,Boys,Open,2000 Meter Steeplechase,--,Shaquille Spence,Holmwood Technical High,DNS
2011,Boys,Open,2000 Meter Steeplechase,--,Dwayne Robinson,Holy Trinity High,DNS
2011,Boys,Open,2000 Meter Steeplechase,--,Jannoi Newman,Spanish Town High,DNS
2011,Boys,Open,2000 Meter Steeplechase,--,Shoska Graham,Mona High,DNS
2011,Boys,Open,2000 Meter Steeplechase,--,Oneil Malcolm,Vauxhall High,DNS
2011,Girls,Open,4X400 Meter Relay,1,,Vere Technical High,3:43.15Q
2011,Girls,Open,4X400 Meter Relay,2,,The Queens School,3:58.72
2011,Girls,Open,4X400 Meter Relay,3,,St. Hugh's High,4:03.96
2011,Girls,Open,4X400 Meter Relay,4,,Tacius Golding High,4:07.72
2011,Girls,Open,4X400 Meter Relay,5,,Campion College,4:10.07
2011,Girls,Open,4X400 Meter Relay,6,,Godfrey Stewart High,4:21.48
2011,Girls,Open,4X400 Meter Relay,--,,Convent OF Mercy Academy,DNS
2011,Girls,Open,4X400 Meter Relay,1,,Edwin Allen High,3:48.70Q
2011,Girls,Open,4X400 Meter Relay,2,,Bellefield High,3:50.46q
2011,Girls,Open,4X400 Meter Relay,3,,Herbert Morrison,3:52.05q
2011,Girls,Open,4X400 Meter Relay,4,,St. Andrew High for Girls,3:55.37
2011,Girls,Open,4X400 Meter Relay,5,,William Knibb Memorial High,3:57.28
2011,Girls,Open,4X400 Meter Relay,6,,Guys Hill High,4:05.91
2011,Girls,Open,4X400 Meter Relay,--,,Hopewell High,DNS
2011,Girls,Open,4X400 Meter Relay,1,,Holmwood Technical High,3:47.22Q
2011,Girls,Open,4X400 Meter Relay,2,,St. Mary High,3:55.94
2011,Girls,Open,4X400 Meter Relay,3,,Irwin High,4:08.83
2011,Girls,Open,4X400 Meter Relay,4,,Dinthill Technical High,4:23.66
2011,Girls,Open,4X400 Meter Relay,--,,Immaculate Conception High,DNF
2011,Girls,Open,4X400 Meter Relay,--,,Holy Trinity High,DNS
2011,Girls,Open,4X400 Meter Relay,--,,Donald Quarrie High,DNS
2011,Girls,Open,4X400 Meter Relay,1,,Wolmer's,3:46.77Q
2011,Girls,Open,4X400 Meter Relay,2,,St. Jago High,3:47.81q
2011,Girls,Open,4X400 Meter Relay,3,,Manchester High,3:52.80q
2011,Girls,Open,4X400 Meter Relay,4,,St. Elizabeth Technical High,3:59.96
2011,Girls,Open,4X400 Meter Relay,5,,Vauxhall High,4:30.87
2011,Girls,Open,4X400 Meter Relay,6,,Claude McKay High,4:36.43
2011,Girls,Open,4X400 Meter Relay,--,,Charlemont High,DQ  Rule 163.3
2011,Girls,Open,4X400 Meter Relay,--,,Titchfield High School,DNS
2011,Boys,Open,4X400 Meter Relay,--,,Winston Jones High,DNS
2011,Boys,Open,4X400 Meter Relay,1,,St. Elizabeth Technical High,3:20.38Q
2011,Boys,Open,4X400 Meter Relay,2,,Herbert Morrison,3:22.87
2011,Boys,Open,4X400 Meter Relay,3,,Glenmuir High,3:26.02
2011,Boys,Open,4X400 Meter Relay,4,,Tacius Golding High,3:27.40
2011,Boys,Open,4X400 Meter Relay,5,,Spanish Town High,3:28.06
2011,Boys,Open,4X400 Meter Relay,6,,Cumberland High School,3:30.62
2011,Boys,Open,4X400 Meter Relay,7,,Kellits High,3:45.01
2011,Boys,Open,4X400 Meter Relay,--,,Haile Selassie High,DNS
2011,Boys,Open,4X400 Meter Relay,1,,Manchester High,3:18.19Q
2011,Boys,Open,4X400 Meter Relay,1,,Munro College,3:21.33Q
2011,Boys,Open,4X400 Meter Relay,2,,Petersfield High,3:29.39
2011,Boys,Open,4X400 Meter Relay,3,,Manning's High,3:30.02
2011,Boys,Open,4X400 Meter Relay,4,,William Knibb Memorial High,3:31.27
2011,Boys,Open,4X400 Meter Relay,5,,Old Harbour High,3:36.89
2011,Boys,Open,4X400 Meter Relay,6,,Maud McLeod High,3:57.27
2011,Boys,Open,4X400 Meter Relay,--,,Bridgeport High,DNS
2011,Boys,Open,4X400 Meter Relay,1,,Jamaica College,3:17.03Q
2011,Boys,Open,4X400 Meter Relay,2,,Bellefield High,3:21.24
2011,Boys,Open,4X400 Meter Relay,3,,Holmwood Technical High,3:23.74
2011,Boys,Open,4X400 Meter Relay,4,,Campion College,3:26.90
2011,Boys,Open,4X400 Meter Relay,5,,St. James High,3:35.96
2011,Boys,Open,4X400 Meter Relay,6,,Rusea's High,3:37.26
2011,Boys,Open,4X400 Meter Relay,7,,Mona High,3:37.41
2011,Boys,Open,4X400 Meter Relay,--,,Titchfield High School,DNS
2011,Boys,Open,4X400 Meter Relay,1,,St. Jago High,3:18.88Q
2011,Boys,Open,4X400 Meter Relay,2,,Wolmer's,3:20.03q
2011,Boys,Open,4X400 Meter Relay,3,,Charlemont High,3:35.27
2011,Boys,Open,4X400 Meter Relay,--,,Ardenne High,DNS
2011,Boys,Open,4X400 Meter Relay,--,,Buff Bay High,DNS
2011,Boys,Open,4X400 Meter Relay,--,,Cornwall College,DNS
2011,Boys,Open,4X400 Meter Relay,--,,Holy Trinity High,DNS
2011,Boys,Open,4X400 Meter Relay,--,,Bog Walk High,DNS
2011,Boys,Open,4X400 Meter Relay,1,,Calabar High School,3:16.15Q
2011,Boys,Open,4X400 Meter Relay,2,,Kingston College,3:18.01q
2011,Boys,Open,4X400 Meter Relay,3,,Camperdown High,3:20.77
2011,Boys,Open,4X400 Meter Relay,4,,Claude McKay High,3:25.35
2011,Boys,Open,4X400 Meter Relay,5,,Vauxhall High,3:43.44
2011,Boys,Open,4X400 Meter Relay,--,,Dunoon Technical High,DNS
2011,Boys,Open,4X400 Meter Relay,--,,Jonathan Grant High,DNS
2011,Boys,Open,4X400 Meter Relay,2,,Edith Dalton James,3:24.92
2011,Boys,Open,4X400 Meter Relay,3,,Lennon High,3:31.20
2011,Boys,Open,4X400 Meter Relay,4,,Godfrey Stewart High,3:31.75
2011,Boys,Open,4X400 Meter Relay,5,,Fair Prospect,3:37.95
2011,Boys,Open,4X400 Meter Relay,6,,Central High,3:42.33
2011,Boys,Open,4X400 Meter Relay,--,,Vere Technical High,DNS
2011,Boys,Open,4X400 Meter Relay,--,,Donald Quarrie High,DNS
2011,Boys,Open,Javelin Throw,1,James Mcdonald,Jamaica College,58.75m
2011,Boys,Open,Javelin Throw,2,Jeffery King,St. Jago High,53.99m
2011,Boys,Open,Javelin Throw,3,Rolando Reid,Munro College,53.49m
2011,Boys,Open,Javelin Throw,4,Jerone Burke,Jamaica College,51.92m
2011,Boys,Open,Javelin Throw,5,Ravion Ashman,Calabar High School,51.07m
2011,Boys,Open,Javelin Throw,6,Oshane Forbes,Balaclava High,J51.07m
2011,Boys,Open,Javelin Throw,7,Rajae Gayle,Munro College,50.72m
2011,Boys,Open,Javelin Throw,8,Jenthrow Tindale,Edwin Allen High,49.94m
2011,Boys,Open,Javelin Throw,9,Roderick Campbell,St. Jago High,49.61m
2011,Boys,Open,Javelin Throw,10,Carlington Sinclair,Manchester High,47.95m
2011,Boys,Open,Javelin Throw,11,Lamore Williams,Edwin Allen High,47.94m
2011,Boys,Open,Javelin Throw,12,Moses Edmondson,Bridgeport High,46.76m
2011,Boys,Open,Javelin Throw,13,Demoy Henry,Calabar High School,46.65m
2011,Boys,Open,Javelin Throw,14,Chadwick Dacosta,Kingston College,46.53m
2011,Boys,Open,Javelin Throw,15,Jael Reid,Kemps Hill High,43.77m
2011,Boys,Open,Javelin Throw,16,Zaavan Richards,Kingston College,43.18m
2011,Boys,Open,Javelin Throw,17,Seldwyn Morgan,Claude McKay High,41.70m
2011,Boys,Open,Javelin Throw,18,Andre Headley,Bog Walk High,37.16m
2011,Boys,Open,Javelin Throw,19,Alphanso Bloise,Holmwood Technical High,39.92m
2011,Boys,Open,Javelin Throw,20,Fernando Anderson,Titchfield High School,39.87m
2011,Boys,Open,Javelin Throw,21,Theon Davy,Camperdown High,38.44m
2011,Boys,Open,Javelin Throw,22,Lamoye Reid,Penwood High School,36.69m
2011,Boys,Open,Javelin Throw,23,Kemar Hasting,William Knibb Memorial High,36.68m
2011,Boys,Open,Javelin Throw,24,Delroy Nelson,Camperdown High,36.19m
2011,Boys,Open,Javelin Throw,25,Zavia Lynch,Godfrey Stewart High,35.06m
2011,Boys,Open,Javelin Throw,26,Oshane Shaw,Wolmer's,34.97m
2011,Boys,Open,Javelin Throw,27,Itego Campbell,St. Thomas Technical,34.85m
2011,Boys,Open,Javelin Throw,28,Andre Edwards,Cumberland High School,31.99m
2011,Boys,Open,Javelin Throw,29,Hopeton Bartley,Ardenne High,31.33m
2011,Boys,Open,Javelin Throw,30,Doyane Reid,St. Thomas Technical,29.71m
2011,Boys,Open,Javelin Throw,31,David Green,Vauxhall High,29.52m
2011,Boys,Open,Javelin Throw,32,Xavier Bailey,Bog Walk High,28.66m
2011,Boys,Open,Javelin Throw,33,Lytton Williams,Titchfield High School,27.48m
2011,Boys,Open,Javelin Throw,34,Davian Holness,Tacius Golding High,25.74m
2011,Boys,Open,Javelin Throw,35,James Passley,Happy Grove High,25.39m
2011,Boys,Open,Javelin Throw,36,Akeem Smith,Knockalva Technical,22.92m
2011,Boys,Open,Javelin Throw,37,Jonathan Tracey,Godfrey Stewart High,22.16m
2011,Boys,Open,Javelin Throw,38,Dwayne Bryce,Cumberland High School,18.34m
2011,Boys,Open,Javelin Throw,--,Howard Griffiths,Seaforth High,ND
2011,Boys,Open,Javelin Throw,--,Shaquille Pinnock,Seaforth High,ND
2011,Boys,Open,Javelin Throw,--,Akeem Hill,Mona High,DNS
2011,Boys,Open,Javelin Throw,--,Jerome Pottinger,Tivoli Gardens High,DNS
2011,Boys,Open,Javelin Throw,--,Davion Swaby,St. Elizabeth Technical High,DNS
2011,Boys,Open,Javelin Throw,--,Jordon Scott,Tivoli Gardens High,DNS
2011,Girls,Class 2,High Jump,1,Kimberly Williamson,Edwin Allen High,1.80m
2011,Girls,Class 2,High Jump,2,Chanice Porter,Manchester High,J1.80m
2011,Girls,Class 2,High Jump,3,Shanice Lee,Oberlin High,1.75m
2011,Girls,Class 2,High Jump,4,Krista-Gay Taylor,Alpha Academy,J1.75m
2011,Girls,Class 2,High Jump,5,Shanice Mcpherson,Holmwood Technical High,1.65m
2011,Girls,Class 2,High Jump,6,Tamoya Walters,St. Jago High,1.60m
2011,Girls,Class 2,High Jump,6,Chennel Palmer,Vere Technical High,1.60m
2011,Girls,Class 2,High Jump,6,Mistry Chisolm,Excelsior High,1.60m
2011,Girls,Class 2,High Jump,9,Tatiana Wolfe,Alpha Academy,J1.60m
2011,Girls,Class 2,High Jump,10,Opal James,St. Elizabeth Technical High,J1.60m
2011,Girls,Class 2,High Jump,11,Chenika Jones,McGrath High,J1.60m
2011,Girls,Class 2,High Jump,11,Rashema Briscoe,Edwin Allen High,J1.60m
2011,Girls,Class 2,High Jump,13,Michellae Walker,St. Andrew High for Girls,J1.60m
2011,Girls,Class 2,High Jump,14,Shanice Marshall,Holmwood Technical High,1.50m
2011,Girls,Class 2,High Jump,14,Asheed Adams,St. Jago High,1.50m
2011,Girls,Class 2,High Jump,14,Briana Wright,Buff Bay High,1.50m
2011,Girls,Class 2,High Jump,14,Sheyinka Harry,Hampton School,1.50m
2011,Girls,Class 2,High Jump,14,Dhanyel Johnson,St. Andrew High for Girls,1.50m
2011,Girls,Class 2,High Jump,--,Kglesia Hunter,Seaforth High,NH
2011,Girls,Class 2,High Jump,--,Micashime Porter,Knockalva Technical,NH
2011,Girls,Class 2,High Jump,--,Antenia Henry,St. Elizabeth Technical High,DNS
2011,Girls,Class 3,400 Meter Dash,1,Yanique Mcneil,Vere Technical High,54.29
2011,Girls,Class 3,400 Meter Dash,2,Genekee Leith,St. Jago High,55.10
2011,Girls,Class 3,400 Meter Dash,3,Semoy Hemmings,Hydel Group of Schools,55.29
2011,Girls,Class 3,400 Meter Dash,4,Antonika Drummond,Holmwood Technical High,55.33
2011,Girls,Class 3,400 Meter Dash,5,Tiffany James,Papine High,56.22
2011,Girls,Class 3,400 Meter Dash,6,Andrenette Knight,Vere Technical High,57.08
2011,Girls,Class 3,400 Meter Dash,7,Shanna Kay Manning,Holmwood Technical High,57.46
2011,Girls,Class 3,400 Meter Dash,8,Davia Smith,Edwin Allen High,57.96
2011,Girls,Class 3,400 Meter Dash,9,Shauna-Gay Pusey,Glenmuir High,58.86
2011,Girls,Class 3,400 Meter Dash,10,Crystal Haughton,Irwin High,58.93
2011,Girls,Class 3,400 Meter Dash,11,Tashoy Blake,Edwin Allen High,59.37
2011,Girls,Class 3,400 Meter Dash,12,Tashalee Benaine,Irwin High,59.53
2011,Girls,Class 3,400 Meter Dash,13,Kimberly Leach,Wolmer's,59.68
2011,Girls,Class 3,400 Meter Dash,14,Cristal Black,Herbert Morrison,1:00.63
2011,Girls,Class 3,400 Meter Dash,15,Janice Darling,Manchester High,1:00.63
2011,Girls,Class 3,400 Meter Dash,16,Shauna Wright,Wolmer's,1:01.26
2011,Girls,Class 3,400 Meter Dash,17,Dawna-Lee Loney,Balaclava High,1:01.31
2011,Girls,Class 3,400 Meter Dash,18,Christena Gayle,Manchester High,1:01.44
2011,Girls,Class 3,400 Meter Dash,19,Sharrika Barnett,St. Andrew High for Girls,1:01.69
2011,Girls,Class 3,400 Meter Dash,20,Tashay Hunter,Donald Quarrie High,1:02.31
2011,Girls,Class 3,400 Meter Dash,21,Tasha Daley,Lewisville High,1:03.09
2011,Girls,Class 3,400 Meter Dash,22,Yeashchea Williams,Dinthill Technical High,1:03.12
2011,Girls,Class 3,400 Meter Dash,--,Ashley Baker,Excelsior High,
2011,Girls,Class 3,400 Meter Dash,--,Renae Dennie,Camperdown High,
2011,Boys,Class 3,400 Meter Dash,1,Jordan James,Wolmer's,50.28
2011,Boys,Class 3,400 Meter Dash,2,Devaughn Baker,Jamaica College,50.34
2011,Boys,Class 3,400 Meter Dash,3,Malcolm Campbell,Calabar High School,51.24
2011,Boys,Class 3,400 Meter Dash,4,Dirk Williamson,Jamaica College,51.26
2011,Boys,Class 3,400 Meter Dash,5,Roderick Moodie,Kingston College,52.73
2011,Boys,Class 3,400 Meter Dash,6,Javaughn Fowler,Calabar High School,52.92
2011,Boys,Class 3,400 Meter Dash,7,Jonathan Smith,Kingston College,53.33
2011,Boys,Class 3,400 Meter Dash,8,Jaron Brown,St. Jago High,54.99
2011,Boys,Class 3,400 Meter Dash,9,Hakeem Wood,Herbert Morrison,53.45
2011,Boys,Class 3,400 Meter Dash,10,Shamar Brooks,Christiana High,54.03
2011,Boys,Class 3,400 Meter Dash,11,Andre Rodney,Muschett High,54.07
2011,Boys,Class 3,400 Meter Dash,12,Caliph Mais,Camperdown High,54.26
2011,Boys,Class 3,400 Meter Dash,13,Renaldo King,Hydel Group of Schools,54.27
2011,Boys,Class 3,400 Meter Dash,14,Junior Brown,Hydel Group of Schools,54.53
2011,Boys,Class 3,400 Meter Dash,15,Fabian Hewitt,Bog Walk High,54.72
2011,Boys,Class 3,400 Meter Dash,16,Kieron Parsons,Ferncourt High,54.99
2011,Boys,Class 3,400 Meter Dash,17,Johnordo Thomas,William Knibb Memorial High,55.56
2011,Boys,Class 3,400 Meter Dash,18,Nicholas Ellis-Davis,Christiana High,55.61
2011,Boys,Class 3,400 Meter Dash,19,Mario Morgan,Charlemont High,55.66
2011,Boys,Class 3,400 Meter Dash,20,Keneja Cunningham,Manning's High,55.75
2011,Boys,Class 3,400 Meter Dash,21,Damane Dixon,Dinthill Technical High,55.80
2011,Boys,Class 3,400 Meter Dash,22,Uylett Gray,Jonathan Grant High,56.01
2011,Boys,Class 3,400 Meter Dash,23,Telphia Hines,Donald Quarrie High,57.94
2011,Boys,Class 3,400 Meter Dash,--,Nicoli Edwards,Bridgeport High,54.63
2011,Girls,Class 2,400 Meter Dash,1,Chrisann Gordon,Holmwood Technical High,51.62R
2011,Girls,Class 2,400 Meter Dash,2,Olivia James,Vere Technical High,52.90
2011,Girls,Class 2,400 Meter Dash,3,Sherieka Jackson,Vere Technical High,52.94
2011,Girls,Class 2,400 Meter Dash,4,Nicolate Martin,Holmwood Technical High,54.61
2011,Girls,Class 2,400 Meter Dash,5,Simoya Campbell,Spaldings High,55.00
2011,Girls,Class 2,400 Meter Dash,6,Camira Haughton,Edwin Allen High,56.01
2011,Girls,Class 2,400 Meter Dash,7,Asaine Hall,Petersfield High,56.42
2011,Girls,Class 2,400 Meter Dash,--,Titania Markland,St. Mary High,DNS
2011,Girls,Class 2,400 Meter Dash,9,Kerry-Ann Richardson,St. Jago High,58.07
2011,Girls,Class 2,400 Meter Dash,10,Annastacia Scott,St. Andrew High for Girls,58.27
2011,Girls,Class 2,400 Meter Dash,11,Teriann Wiiliams,Edwin Allen High,58.36
2011,Girls,Class 2,400 Meter Dash,12,Kimona Shaw,William Knibb Memorial High,58.78
2011,Girls,Class 2,400 Meter Dash,13,Sadine Blake,Buff Bay High,58.80
2011,Girls,Class 2,400 Meter Dash,14,Daniella Kerr,Herbert Morrison,58.81
2011,Girls,Class 2,400 Meter Dash,15,Fellon Ferguson,William Knibb Memorial High,58.82
2011,Girls,Class 2,400 Meter Dash,16,Kissi-Ann Brown,Wolmer's,58.91
2011,Boys,Class 2,400 Meter Dash,1,Lennox Williams,Manchester High,47.96
2011,Boys,Class 2,400 Meter Dash,2,Javon Francis,Calabar High School,48.83
2011,Boys,Class 2,400 Meter Dash,3,Ivan Henry,St. Jago High,49.25
2011,Boys,Class 2,400 Meter Dash,4,Kadeesh Willis,St. Jago High,49.34
2011,Boys,Class 2,400 Meter Dash,5,Jonah Morgan,Excelsior High,49.75
2011,Boys,Class 2,400 Meter Dash,6,Brandon Mcintosh,St. Thomas Technical,49.87
2011,Boys,Class 2,400 Meter Dash,7,Okeen Williams,St. Elizabeth Technical High,49.97
2011,Boys,Class 2,400 Meter Dash,--,Alwayne Pitter,Edwin Allen High,FS
2011,Boys,Class 2,400 Meter Dash,9,Jabari Linton,Jamaica College,49.86
2011,Boys,Class 2,400 Meter Dash,10,Mario Williams,Kingston College,49.98
2011,Boys,Class 2,400 Meter Dash,11,Javon Ashley,Wolmer's,50.01
2011,Boys,Class 2,400 Meter Dash,12,Tevin Wilson,Munro College,50.10
2011,Boys,Class 2,400 Meter Dash,13,Tevin Murphy,Jamaica College,50.11
2011,Boys,Class 2,400 Meter Dash,14,Lee-Andrew Bloomfield,Wolmer's,50.26
2011,Boys,Class 2,400 Meter Dash,15,Chadayne Walker,Kingston College,50.60
2011,Boys,Class 2,400 Meter Dash,16,Robin Black,St. Elizabeth Technical High,50.79
2011,Boys,Class 2,400 Meter Dash,17,Willis Picton,Camperdown High,50.80
2011,Boys,Class 2,400 Meter Dash,18,Damonic Alvaranga,Camperdown High,50.90
2011,Boys,Class 2,400 Meter Dash,19,Jyuset Hall,Calabar High School,51.16
2011,Boys,Class 2,400 Meter Dash,20,Cruise Billings,Godfrey Stewart High,52.14
2011,Boys,Class 2,400 Meter Dash,21,Rohan Morrison,Muschett High,52.51
2011,Boys,Class 2,400 Meter Dash,22,Hakeem Francis,Hydel Group of Schools,52.85
2011,Boys,Class 2,400 Meter Dash,--,Kaneil Harrison,Munro College,49.79
2011,Boys,Class 2,400 Meter Dash,--,Michael King,Bridgeport High,50.33
2011,Girls,Class 1,400 Meter Dash,1,Ristanannna Tracey,Edwin Allen High,52.38
2011,Girls,Class 1,400 Meter Dash,2,Orenthia Bennett,Manchester High,55.26
2011,Girls,Class 1,400 Meter Dash,3,Moya Mckenzie,Bellefield High,56.10
2011,Girls,Class 1,400 Meter Dash,4,Allison Daley,Holmwood Technical High,56.11
2011,Girls,Class 1,400 Meter Dash,5,Toveo Jenkins,Herbert Morrison,56.89
2011,Girls,Class 1,400 Meter Dash,6,Teona Glaves,Bellefield High,56.93
2011,Girls,Class 1,400 Meter Dash,7,Shawnette Lewin,Edwin Allen High,57.01
2011,Girls,Class 1,400 Meter Dash,8,Chatalia Watson,Holmwood Technical High,57.25
2011,Girls,Class 1,400 Meter Dash,9,Jodi-Ann Smith,Campion College,58.33
2011,Girls,Class 1,400 Meter Dash,10,Kyjah Clarke,The Queens School,58.58
2011,Girls,Class 1,400 Meter Dash,11,Nephema Callender,Wolmer's,58.70
2011,Girls,Class 1,400 Meter Dash,12,Vania Richards,Wolmer's,58.78
2011,Girls,Class 1,400 Meter Dash,13,Alicia Higgins,Manchester High,1:00.37
2011,Girls,Class 1,400 Meter Dash,14,Kimone Kerr,William Knibb Memorial High,1:01.81
2011,Girls,Class 1,400 Meter Dash,15,Kimone Reid,Yallahs High,1:02.53
2011,Girls,Class 1,400 Meter Dash,16,Althea Mckenzie,Lennon High,1:03.70
2011,Girls,Class 1,400 Meter Dash,17,Vanessa Lunan,Meadowbrook High,1:06.15
2011,Girls,Class 1,400 Meter Dash,18,Lunesha Shelton,St. Hugh's High,1:06.21
2011,Girls,Class 1,400 Meter Dash,--,Shanique Thompson,Immaculate Conception High,DNS
2011,Girls,Class 1,400 Meter Dash,--,Shanna-Kay Munroe,Haile Selassie High,DNS
