Age,AgeGroup,Class,Event,EventNumber,Finals,Gender,Heat,MeetDate,MeetName,Name,Rank,Team,TeamType,Wind,OrigTeamName
,13-14,,400 Meter Run,Event 4,1:15.3h,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Keviann Afflick,76,Waterford High School,,,Waterford
,13-14,,400 Meter Run,Event 4,1:15.4h,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Anastacia Thompson,77,Annotto Bay High,,,Annotto Bay
,13-14,,400 Meter Run,Event 4,1:16.7h,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Talsia Mcdonald,78,St. Mary Technical,,,St. Mary Tec
,13-14,,400 Meter Run,Event 4,1:18.3h,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Kelsey Salmon,79,Campion College,,,Campion College
,13-14,,400 Meter Run,Event 4,1:20.7h,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Jhordon Headley,80,Merl Grove High,,,Merl Grove High
,13-14,,400 Meter Run,Event 4,1:23.0h,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Camille Simmonds,81,St. Mary Technical,,,St. Mary Tec
,13-14,,400 Meter Run,Event 4,1:25.4h,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Chanel Barrett,82,Oberlin High,,,Oberlin High
,13-14,,400 Meter Run,Event 4,DNF,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Britan Brown,--,Tivoli Gardens High,,,Tivoli Garde
,15-16,,400 Meter Run,Event 5,55.52A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Sanique Walker,1,Vere Technical High,,,Vere Technic
,15-16,,400 Meter Run,Event 5,56.71A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Michaela Lewis,2,The Queens School,,,The Queens School
,15-16,,400 Meter Run,Event 5,56.91A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Kimara Francis,3,St. Jago High,,,St. Jago Hig
,15-16,,400 Meter Run,Event 5,57.49A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Nikesha Pryce,4,Vere Technical High,,,Vere Technic
,15-16,,400 Meter Run,Event 5,58.32A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Keresa Richardson,5,St. Mary High,,,St. Mary High
,15-16,,400 Meter Run,Event 5,58.41A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Rosealee Cooper,6,St. Jago High,,,St. Jago Hig
,15-16,,400 Meter Run,Event 5,58.47A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Brittney Thomas,7,Holmwood Technical High,,,Holmwood Tec
,15-16,,400 Meter Run,Event 5,58.53A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Johnelle Thomas,8,St. Catherine High,,,St. Catherin
,15-16,,400 Meter Run,Event 5,58.64A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Micah Bernard,9,Excelsior High,,,Xlcr-G
,15-16,,400 Meter Run,Event 5,58.94A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Abbygale Ferron,10,Vere Technical High,,,Vere Technic
,15-16,,400 Meter Run,Event 5,59.10A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Sashay Brown,11,Holmwood Technical High,,,Holmwood Tec
,15-16,,400 Meter Run,Event 5,59.43A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Abigail Schaaffe,12,St. Mary High,,,St. Mary High
,15-16,,400 Meter Run,Event 5,59.58A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Janealia Brown,13,St. Jago High,,,St. Jago Hig
,15-16,,400 Meter Run,Event 5,59.75A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Jamila Alexander,14,Mannings School,,,Mannings School
,15-16,,400 Meter Run,Event 5,59.89A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Celine Campbell,15,St. Mary High,,,St. Mary High
,15-16,,400 Meter Run,Event 5,1:00.16A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Kwanda Knight,16,Holmwood Technical High,,,Holmwood Tec
,15-16,,400 Meter Run,Event 5,1:00.24A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Joelle Morgan,17,The Queens School,,,The Queens School
,15-16,,400 Meter Run,Event 5,1:00.43A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Shaneil English,18,St. Jago High,,,St. Jago Hig
,15-16,,400 Meter Run,Event 5,1:00.49A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Jada Beckford,19,The Queens School,,,The Queens School
,15-16,,400 Meter Run,Event 5,1:00.58A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Mariva Graham,20,Bog Walk High,,,Bog Walk Hig
,15-16,,400 Meter Run,Event 5,1:00.92A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Latifah Pinnock,21,St. Jago High,,,St. Jago Hig
,15-16,,400 Meter Run,Event 5,1:01.13A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Amani Cooke,22,Campion College,,,Campion College
,15-16,,400 Meter Run,Event 5,1:01.41B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Kevina Roach,23,Holmwood Technical High,,,Holmwood Tec
,15-16,,400 Meter Run,Event 5,1:01.51B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Kimone Shaw,24,St. Jago High,,,St. Jago Hig
,15-16,,400 Meter Run,Event 5,1:01.51B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Natisha Clarke,24,Mannings School,,,Mannings School
,15-16,,400 Meter Run,Event 5,1:01.52B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Ayisha Smith,26,The Queens School,,,The Queens School
,15-16,,400 Meter Run,Event 5,1:01.56B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Tashauna Gordon,27,Bog Walk High,,,Bog Walk Hig
,15-16,,400 Meter Run,Event 5,1:01.86B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Janaelia Campbell,28,St. Mary High,,,St. Mary High
,15-16,,400 Meter Run,Event 5,1:01.99B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Amanda Neil,29,St. Mary's College,,,St. Marys College
,15-16,,400 Meter Run,Event 5,1:02.17B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Breanly Baker,30,Alpha Academy,,,Convent of M
,15-16,,400 Meter Run,Event 5,1:02.57B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Brittany Coley,31,St. Hugh's High,,,St. Hughs High
,15-16,,400 Meter Run,Event 5,1:02.92B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Ayesha Jarrett,32,York Castle High,,,York Castle
,15-16,,400 Meter Run,Event 5,1:03.32B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Sashane Crooks,33,Ardenne High,,,Ardenne High School
,15-16,,400 Meter Run,Event 5,1:03.61B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Jenelle Hudson,34,The Queens School,,,The Queens School
,15-16,,400 Meter Run,Event 5,1:04.24B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Aisha Blackwood,35,St. Thomas Technical,,,St. Thomas T
,15-16,,400 Meter Run,Event 5,1:04.40B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Giselle White,36,The Queens School,,,The Queens School
,15-16,,400 Meter Run,Event 5,1:04.59B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Jada Weise,37,Excelsior High,,,Xlcr-G
,15-16,,400 Meter Run,Event 5,1:04.87B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Terry Chambers,38,St. Catherine High,,,St. Catherin
,15-16,,400 Meter Run,Event 5,1:05.77,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Monique Campbell,39,St. Hugh's High,,,St. Hughs High
,15-16,,400 Meter Run,Event 5,1:06.29,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Yashema Timoll,40,Kingston High School,,,Kingston High
,15-16,,400 Meter Run,Event 5,1:06.82,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Shakeem Smikle,41,Holy Childhood High,,,Holy Childho
,15-16,,400 Meter Run,Event 5,1:08.62,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Angelene Robinson,42,Papine High,,,Papine High School
,15-16,,400 Meter Run,Event 5,1:10.04,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Shanice Miller,43,Mannings School,,,Mannings School
,15-16,,400 Meter Run,Event 5,1:11.45,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Keitarnie Stewart,44,Oberlin High,,,Oberlin High
,15-16,,400 Meter Run,Event 5,1:12.85,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Brittney Lobban,45,Alpha Academy,,,Convent of M
,15-16,,400 Meter Run,Event 5,1:13.13,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Lakemia Brown,46,Oberlin High,,,Oberlin High
,15-16,,400 Meter Run,Event 5,1:16.45,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Latrice Oliphant,47,Oberlin High,,,Oberlin High
,15-16,,400 Meter Run,Event 5,DNF,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Abbygay Buckham,--,Alpha Academy,,,Convent of M
,15-16,,400 Meter Run,Event 5,DNF,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Sashia Ferguson,--,Gaynstead High School,,,Gaynstead Hi
,15-16,,400 Meter Run,Event 5,DNF,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Aliyah Allwood,--,St. Catherine High,,,St. Catherin
,17-19,,400 Meter Run,Event 6,54.82A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Alesha Kelly,1,St. Jago High,,,St. Jago Hig
,17-19,,400 Meter Run,Event 6,55.04A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Nicolee Foster,2,Holmwood Technical High,,,Holmwood Tec
,17-19,,400 Meter Run,Event 6,56.27A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Osheen Kerr,3,Holmwood Technical High,,,Holmwood Tec
,17-19,,400 Meter Run,Event 6,56.69A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Shalysa Wray,4,St. Jago High,,,St. Jago Hig
,17-19,,400 Meter Run,Event 6,56.84A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Christine Irving,5,Holmwood Technical High,,,Holmwood Tec
,17-19,,400 Meter Run,Event 6,57.15A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Cavel Whitely,6,Vere Technical High,,,Vere Technic
,17-19,,400 Meter Run,Event 6,58.84A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Danielle Thompson,7,The Queens School,,,The Queens School
,17-19,,400 Meter Run,Event 6,59.16A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Shackera Samuels,8,The Queens School,,,The Queens School
,17-19,,400 Meter Run,Event 6,59.30A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Tamia Mclean,9,Excelsior High,,,Xlcr-G
,17-19,,400 Meter Run,Event 6,59.71A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Shanique Sommerville,10,Mannings School,,,Mannings School
,17-19,,400 Meter Run,Event 6,59.79A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Tatyana Mckenzie,11,The Queens School,,,The Queens School
,17-19,,400 Meter Run,Event 6,1:00.01A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Amique Willis,12,Excelsior High,,,Xlcr-G
,17-19,,400 Meter Run,Event 6,1:00.04A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Cishannie Williams,13,St. Catherine High,,,St. Catherin
,17-19,,400 Meter Run,Event 6,1:00.21A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Accacia Hinds,14,Holmwood Technical High,,,Holmwood Tec
,17-19,,400 Meter Run,Event 6,1:00.36A,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Kellyann Kelly,15,Unattached,,,Unattached
,17-19,,400 Meter Run,Event 6,1:00.93B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Jody-Ann Petrie,16,St. Jago High,,,St. Jago Hig
,17-19,,400 Meter Run,Event 6,1:01.33B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Lavaun Stephenson,17,St. Jago High,,,St. Jago Hig
,17-19,,400 Meter Run,Event 6,1:01.36B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Treann Cameron,18,The Queens School,,,The Queens School
,17-19,,400 Meter Run,Event 6,1:01.76B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Francine Francis,19,Mannings School,,,Mannings School
,17-19,,400 Meter Run,Event 6,1:02.37B,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Moneysia Ming,20,Excelsior High,,,Xlcr-G
,17-19,,400 Meter Run,Event 6,1:06.76,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Avery Campbell,21,The Queens School,,,The Queens School
,17-19,,400 Meter Run,Event 6,1:08.98,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Rich-Ann Archer,22,Alpha Academy,,,Convent of M
,17-19,,400 Meter Run,Event 6,1:10.70,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Taneille Donald,23,Campion College,,,Campion College
,17-19,,400 Meter Run,Event 6,FS,Girls,None,2017-01-28,Queens Grace Jackson Track Meet,Shanieka Brown,--,Excelsior High,,,Xlcr-G
,20-99,,400 Meter Run,Event 7,55.59,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Jodean Williams,1,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 7,55.70,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Samantha James.,2,Mico University,Clubs,,Mico University
,20-99,,400 Meter Run,Event 7,57.18,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Sherona Stewart,3,GC Foster College,Clubs,,G C Foster College
,20-99,,400 Meter Run,Event 7,57.52,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Rene Medley,4,GC Foster College,Clubs,,G C Foster College
,20-99,,400 Meter Run,Event 7,58.00,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Shana Wright,5,UTECH Track,Clubs,,UTEC
,20-99,,400 Meter Run,Event 7,58.45,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Nickeisha Grant,6,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 7,58.81,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Satina Edwards,7,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 7,59.50,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Alithia Ferron,8,UTECH Track,Clubs,,UTEC
,20-99,,400 Meter Run,Event 7,1:01.53,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Ikeda Stewart,9,Mico University,Clubs,,Mico University
,20-99,,400 Meter Run,Event 7,1:05.02,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Ricalia Maitland,10,Church Teachers,Clubs,,Church Teacher's
,20-99,,400 Meter Run,Event 7,1:07.29,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Tashoya Brown,11,Church Teachers,Clubs,,Church Teacher's
,20-99,,400 Meter Run,Event 8,46.67,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Delano Williams,1,Unattached,Clubs,,Unattached
,20-99,,400 Meter Run,Event 8,47.55,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Collin King,2,GC Foster College,Clubs,,G C Foster College
,20-99,,400 Meter Run,Event 8,47.74,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Romario Williams,3,GC Foster College,Clubs,,G C Foster College
,20-99,,400 Meter Run,Event 8,47.74,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Emmauel Callender,3,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,48.03,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Jowayne Hibbert,5,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,48.03,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Odail Todd,5,GC Foster College,Clubs,,G C Foster College
,20-99,,400 Meter Run,Event 8,48.45,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Nashaun Samuels,7,Mico University,Clubs,,Mico University
,20-99,,400 Meter Run,Event 8,48.46,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Glenville James,8,GC Foster College,Clubs,,G C Foster College
,20-99,,400 Meter Run,Event 8,48.51,Men,None,2017-01-28,Queens Grace Jackson Track Meet,James Kermond,9,Unattached,Clubs,,Unattached
,20-99,,400 Meter Run,Event 8,48.52,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Chadic Hinds,10,GC Foster College,Clubs,,G C Foster College
,20-99,,400 Meter Run,Event 8,48.89,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Shamar Brown,11,GC Foster College,Clubs,,G C Foster College
,20-99,,400 Meter Run,Event 8,48.89,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Shakeel Brown,11,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,48.98,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Odane Taylor,13,UTECH Track,Clubs,,UTEC
,20-99,,400 Meter Run,Event 8,49.07,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Jerval Johnson,14,Mico University,Clubs,,Mico University
,20-99,,400 Meter Run,Event 8,49.14,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Kemario Eldemire,15,GC Foster College,Clubs,,G C Foster College
,20-99,,400 Meter Run,Event 8,49.15,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Daniel Jarrett,16,UTECH Track,Clubs,,UTEC
,20-99,,400 Meter Run,Event 8,49.20,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Trey Graham,17,UTECH Track,Clubs,,UTEC
,20-99,,400 Meter Run,Event 8,49.22,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Daniel Glave,18,GC Foster College,Clubs,,G C Foster College
,20-99,,400 Meter Run,Event 8,49.46,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Hujaye Cornwall,19,GC Foster College,Clubs,,G C Foster College
,20-99,,400 Meter Run,Event 8,49.49,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Mellard Brown,20,Fast & Furio,Clubs,,Fast & Furio
,20-99,,400 Meter Run,Event 8,49.64,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Telphia Hines,21,MVP Track Club,Clubs,,Mvp Track &
,20-99,,400 Meter Run,Event 8,49.74,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Raymone Campbell,22,GC Foster College,Clubs,,G C Foster College
,20-99,,400 Meter Run,Event 8,49.94,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Jerome Crawford,23,Fast & Furio,Clubs,,Fast & Furio
,20-99,,400 Meter Run,Event 8,50.03,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Ruel Higgins,24,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,50.03,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Vashan Grant,24,GC Foster College,Clubs,,G C Foster College
,20-99,,400 Meter Run,Event 8,50.14,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Eric Mckenzie,26,UTECH Track,Clubs,,UTEC
,20-99,,400 Meter Run,Event 8,50.20,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Schadrique Griffiths,27,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,50.27,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Randux Godfrey,28,MVP Track Club,Clubs,,Mvp Track &
,20-99,,400 Meter Run,Event 8,50.37,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Brian Golding,29,Mico University,Clubs,,Mico University
,20-99,,400 Meter Run,Event 8,50.59,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Damain Ross,30,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,50.79,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Matthew Pinnock,31,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,50.85,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Thorne Fearon,32,UTECH Track,Clubs,,UTEC
,20-99,,400 Meter Run,Event 8,50.86,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Odario Phillips,33,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,50.93,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Leonardo Stewart,34,UTECH Track,Clubs,,UTEC
,20-99,,400 Meter Run,Event 8,50.94,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Rojay Henry,35,GC Foster College,Clubs,,G C Foster College
,20-99,,400 Meter Run,Event 8,50.96,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Norman Pittersgill,36,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,51.05,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Owen Adonis,37,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,51.13,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Orane Thompson,38,Sbcs,Clubs,,Sbcs
,20-99,,400 Meter Run,Event 8,51.16,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Delon Dixon,39,Knox Community College,Clubs,,Knox Communi
,20-99,,400 Meter Run,Event 8,51.18,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Romario Dixon,40,Exed Community College,Clubs,,EXED
,20-99,,400 Meter Run,Event 8,51.26,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Kristoff Thompson,41,Church Teachers,Clubs,,Church Teacher's
,20-99,,400 Meter Run,Event 8,51.26,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Demour Cunningham,41,St. Mary's College,Clubs,,St. Marys College
,20-99,,400 Meter Run,Event 8,51.27,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Chidi Hibbert,43,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,51.34,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Sanjai Brown,44,UTECH Track,Clubs,,UTEC
,20-99,,400 Meter Run,Event 8,51.35,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Okeem Whyte,45,GC Foster College,Clubs,,G C Foster College
,20-99,,400 Meter Run,Event 8,51.40,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Martin Kennedy,46,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,51.55,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Oshane Blake,47,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,51.56,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Nicholas Norman,48,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,51.61,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Michael Stone,49,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,51.67,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Daniel Wint,50,UTECH Track,Clubs,,UTEC
,20-99,,400 Meter Run,Event 8,51.77,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Thaleetio Green,51,UTECH Track,Clubs,,UTEC
,20-99,,400 Meter Run,Event 8,51.88,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Andre Foster,52,Knox Community College,Clubs,,Knox Communi
,20-99,,400 Meter Run,Event 8,52.00,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Justin Evans,53,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,52.40,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Christopher Tracey,54,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,52.90,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Great Smith,55,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,53.04,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Jaheem Forrester,56,UTECH Track,Clubs,,UTEC
,20-99,,400 Meter Run,Event 8,53.82,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Ernest Newman,57,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,53.95,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Anthony Nelson,58,Church Teachers,Clubs,,Church Teacher's
,20-99,,400 Meter Run,Event 8,54.17,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Leon Whyte,59,Uwi Mona,Clubs,,Uwi Mona
,20-99,,400 Meter Run,Event 8,54.32,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Lincoln Richards,60,Exed Community College,Clubs,,EXED
,20-99,,400 Meter Run,Event 8,55.02,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Nicholas Green,61,Fast & Furio,Clubs,,Fast & Furio
,20-99,,400 Meter Run,Event 8,59.05,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Odane Wellington,62,Unattached,Clubs,,Unattached
,20-99,,400 Meter Run,Event 8,1:02.15,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Glenmore Biggs,63,MVP Track Club,Clubs,,Mvp Track &
,20-99,,400 Meter Run,Event 8,1:09.78,Men,None,2017-01-28,Queens Grace Jackson Track Meet,Omar Peterson,64,MVP Track Club,Clubs,,Mvp Track &
,20-99,,800 Meter Run,Event 9,2:14.07,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Chrissanni May,1,Holmwood Track Club,Clubs,,Holmwood Track Club
,20-99,,800 Meter Run,Event 9,2:15.97,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Brittney Campbell,2,Holmwood Track Club,Clubs,,Holmwood Track Club
,20-99,,800 Meter Run,Event 9,2:16.63,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Delverna Bromfield,3,Holmwood Track Club,Clubs,,Holmwood Track Club
,20-99,,800 Meter Run,Event 9,2:16.76,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Tiffany James,4,Mico University,Clubs,,Mico University
,20-99,,800 Meter Run,Event 9,2:16.96,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Vanessa Crooks,5,Uwi Mona,Clubs,,Uwi Mona
,20-99,,800 Meter Run,Event 9,2:17.59,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Britney Brown,6,The Queens School,Clubs,,The Queens School
,20-99,,800 Meter Run,Event 9,2:20.67,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Melissa Tyme,7,Church Teachers,Clubs,,Church Teacher's
,20-99,,800 Meter Run,Event 9,2:21.65,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Tara Beart,8,St. Jago High,Clubs,,St. Jago Hig
,20-99,,800 Meter Run,Event 9,2:24.11,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Casey May,9,Holmwood Track Club,Clubs,,Holmwood Track Club
,20-99,,800 Meter Run,Event 9,2:25.41,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Oshin Owens,10,Church Teachers,Clubs,,Church Teacher's
,20-99,,800 Meter Run,Event 9,2:25.95,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Ackelia Hamilton,11,Unattached,Clubs,,Unattached
,20-99,,800 Meter Run,Event 9,2:27.56,Women,None,2017-01-28,Queens Grace Jackson Track Meet,Daniella Deer,12,Holmwood Track Club,Clubs,,Holmwood Track Club
