Age,AgeGroup,Class,Event,EventNumber,Finals,Gender,Heat,MeetDate,MeetName,Name,Rank,Team,TeamType,Wind,OrigTeamName
13,,Class 3,200 Meter Dash,Event 4,34.78,Girls,5,2017-01-14,Jaaa Puma Development Meet,Shardeena Scott,155,Frome Technical High,,3.7,Frome Tech
12,,Class 3,200 Meter Dash,Event 4,35.41,Girls,19,2017-01-14,Jaaa Puma Development Meet,Jayanne Stone,156,Winston Jones High,,1.2,Winston Jones High
14,,Class 3,200 Meter Dash,Event 4,40.38,Girls,17,2017-01-14,Jaaa Puma Development Meet,Alisha Bryan,157,Waterford High School,,1.2,Waterford
13,,Class 3,200 Meter Dash,Event 5,21.97,Boys,9,2017-01-14,Jaaa Puma Development Meet,Reheim Scott,1,Rusea's High,,9.2,Ruseas High
13,,Class 3,200 Meter Dash,Event 5,22.18R,Boys,16,2017-01-14,Jaaa Puma Development Meet,Kalani Cook,2,Green Island High,,1.7,Green Island
12,,Class 3,200 Meter Dash,Event 5,22.80,Boys,14,2017-01-14,Jaaa Puma Development Meet,Bouwahghi Nkrumie,3,Kingston College,,6.5,Kingston College
12,,Class 3,200 Meter Dash,Event 5,22.83,Boys,11,2017-01-14,Jaaa Puma Development Meet,Adrian Kerr,4,Kingston College,,3.4,Kingston College
12,,Class 3,200 Meter Dash,Event 5,22.99,Boys,9,2017-01-14,Jaaa Puma Development Meet,Shemar Pearce,5,Petersfield High,,9.2,Petersfield
13,,Class 3,200 Meter Dash,Event 5,23.10,Boys,8,2017-01-14,Jaaa Puma Development Meet,Scott Mcleod,6,Kingston College,,6.3,Kingston College
13,,Class 3,200 Meter Dash,Event 5,23.14A,Boys,4,2017-01-14,Jaaa Puma Development Meet,Bjorn Clarke,7,Kingston College,,1.0,Kingston College
13,,Class 3,200 Meter Dash,Event 5,23.33,Boys,11,2017-01-14,Jaaa Puma Development Meet,Javid Mckoy,8,William Knibb Memorial High,,3.4,William knibb
13,,Class 3,200 Meter Dash,Event 5,23.42A,Boys,10,2017-01-14,Jaaa Puma Development Meet,Timothy Lee,9,Kingston College,,1.7,Kingston College
12,,Class 3,200 Meter Dash,Event 5,23.42A,Boys,15,2017-01-14,Jaaa Puma Development Meet,Brandon Rowe,10,Herbert Morrison,,0.6,Herbert Morr
13,,Class 3,200 Meter Dash,Event 5,23.50,Boys,7,2017-01-14,Jaaa Puma Development Meet,Christopher Colley,11,Rusea's High,,7.3,Ruseas High
13,,Class 3,200 Meter Dash,Event 5,23.51,Boys,9,2017-01-14,Jaaa Puma Development Meet,Tahje Francis,12,Kingston College,,9.2,Kingston College
13,,Class 3,200 Meter Dash,Event 5,23.65,Boys,2,2017-01-14,Jaaa Puma Development Meet,Javain Johnson,13,Kingston College,,2.4,Kingston College
12,,Class 3,200 Meter Dash,Event 5,23.74,Boys,7,2017-01-14,Jaaa Puma Development Meet,Rajaun Watson,14,Manchester High,,7.3,Manchester High
13,,Class 3,200 Meter Dash,Event 5,23.77A,Boys,15,2017-01-14,Jaaa Puma Development Meet,Jovani Clarke,15,Kingston College,,0.6,Kingston College
13,,Class 3,200 Meter Dash,Event 5,23.82,Boys,12,2017-01-14,Jaaa Puma Development Meet,Korey Waite,16,Papine High,,7.2,Papine High School
14,,Class 3,200 Meter Dash,Event 5,23.84A,Boys,4,2017-01-14,Jaaa Puma Development Meet,Alex Campbell,17,B. B. Coke High,,1.0,B B Coke
,,Class 3,200 Meter Dash,Event 5,23.85A,Boys,10,2017-01-14,Jaaa Puma Development Meet,Ashaunie Segree,18,St. Elizabeth Technical High,,1.7,St. Elizabet
,,Class 3,200 Meter Dash,Event 5,23.94A,Boys,3,2017-01-14,Jaaa Puma Development Meet,Roshane Mccleod,19,St. Elizabeth Technical High,,1.1,St. Elizabet
12,,Class 3,200 Meter Dash,Event 5,24.03,Boys,2,2017-01-14,Jaaa Puma Development Meet,Kevol Bucknor,20,Spanish Town High,,2.4,Spainsh town high
11,,Class 3,200 Meter Dash,Event 5,24.07,Boys,2,2017-01-14,Jaaa Puma Development Meet,Omario Johnson,21,William Knibb Memorial High,,2.4,William knibb
12,,Class 3,200 Meter Dash,Event 5,24.09,Boys,7,2017-01-14,Jaaa Puma Development Meet,Jemar Pearce,22,Petersfield High,,7.3,Petersfield
13,,Class 3,200 Meter Dash,Event 5,24.20,Boys,17,2017-01-14,Jaaa Puma Development Meet,Raheem Coke,23,lacovia high,,4.6,lacovia high
13,,Class 3,200 Meter Dash,Event 5,24.31A,Boys,15,2017-01-14,Jaaa Puma Development Meet,Demoy Baker,24,Irwin High,,0.6,Irwin High School
13,,Class 3,200 Meter Dash,Event 5,24.33A,Boys,10,2017-01-14,Jaaa Puma Development Meet,Chadrick Toyloy,25,Rusea's High,,1.7,Ruseas High
,,Class 3,200 Meter Dash,Event 5,24.35,Boys,2,2017-01-14,Jaaa Puma Development Meet,Kemarley Sandcraft,26,St. Elizabeth Technical High,,2.4,St. Elizabet
14,,Class 3,200 Meter Dash,Event 5,24.40,Boys,6,2017-01-14,Jaaa Puma Development Meet,Isaiah Thomas,27,Greater Portmore,,9.5,Grt Portmore
13,,Class 3,200 Meter Dash,Event 5,24.44,Boys,13,2017-01-14,Jaaa Puma Development Meet,Nathanael Gayle,28,Dinthill Technical High,,2.8,Dinthill Tec
13,,Class 3,200 Meter Dash,Event 5,24.51A,Boys,15,2017-01-14,Jaaa Puma Development Meet,Brian Roach,29,lacovia high,,0.6,lacovia high
15,,Class 3,200 Meter Dash,Event 5,24.51A,Boys,3,2017-01-14,Jaaa Puma Development Meet,Devante Bartley,30,B. B. Coke High,,1.1,B B Coke
,,Class 3,200 Meter Dash,Event 5,24.51,Boys,6,2017-01-14,Jaaa Puma Development Meet,Alicke Cranston,31,St. Elizabeth Technical High,,9.5,St. Elizabet
13,,Class 3,200 Meter Dash,Event 5,24.54,Boys,18,2017-01-14,Jaaa Puma Development Meet,Luis Watson,32,Kingston College,,4.5,Kingston College
,,Class 3,200 Meter Dash,Event 5,24.55,Boys,8,2017-01-14,Jaaa Puma Development Meet,Christopher Bagaloo,33,St. Elizabeth Technical High,,6.3,St. Elizabet
,,Class 3,200 Meter Dash,Event 5,24.57,Boys,8,2017-01-14,Jaaa Puma Development Meet,Quawayne Brown,34,Petersfield High,,6.3,Petersfield
13,,Class 3,200 Meter Dash,Event 5,24.58,Boys,12,2017-01-14,Jaaa Puma Development Meet,Cejay Marrison,35,Holmwood Technical High,,7.2,Holmwood Tec
14,,Class 3,200 Meter Dash,Event 5,24.65A,Boys,16,2017-01-14,Jaaa Puma Development Meet,Joel Ranglin,36,lacovia high,,1.7,lacovia high
13,,Class 3,200 Meter Dash,Event 5,24.70,Boys,17,2017-01-14,Jaaa Puma Development Meet,Jahmeil Gordon,37,Green Island High,,4.6,Green Island
13,,Class 3,200 Meter Dash,Event 5,24.78A,Boys,4,2017-01-14,Jaaa Puma Development Meet,Shakeen Marshall,38,Spanish Town High,,1.0,Spainsh town high
13,,Class 3,200 Meter Dash,Event 5,24.82,Boys,14,2017-01-14,Jaaa Puma Development Meet,Oshane Israel,39,Glenmuir High,,6.5,Glenmuir
14,,Class 3,200 Meter Dash,Event 5,24.84,Boys,7,2017-01-14,Jaaa Puma Development Meet,Rushany Christian,40,St. James High,,7.3,St James High
13,,Class 3,200 Meter Dash,Event 5,24.88,Boys,13,2017-01-14,Jaaa Puma Development Meet,Ajrael Mark Anderson,41,Herbert Morrison,,2.8,Herbert Morr
13,,Class 3,200 Meter Dash,Event 5,24.97,Boys,17,2017-01-14,Jaaa Puma Development Meet,Romeo Francis,42,May Day High,,4.6,May Day High
13,,Class 3,200 Meter Dash,Event 5,25.01,Boys,11,2017-01-14,Jaaa Puma Development Meet,Demique Boreland,43,Knox College,,3.4,Knox College
13,,Class 3,200 Meter Dash,Event 5,25.06,Boys,18,2017-01-14,Jaaa Puma Development Meet,Tashyn Wallace,44,Ardenne High,,4.5,Ardenne High School
14,,Class 3,200 Meter Dash,Event 5,25.13B,Boys,3,2017-01-14,Jaaa Puma Development Meet,Shoun Wilson,45,William Knibb Memorial High,,1.1,William knibb
13,,Class 3,200 Meter Dash,Event 5,25.17,Boys,5,2017-01-14,Jaaa Puma Development Meet,Tahje Chamberlain,46,Kingston College,,8.2,Kingston College
13,,Class 3,200 Meter Dash,Event 5,25.18,Boys,2,2017-01-14,Jaaa Puma Development Meet,Jahiem Jadoo,47,Greater Portmore,,2.4,Grt Portmore
13,,Class 3,200 Meter Dash,Event 5,25.21,Boys,5,2017-01-14,Jaaa Puma Development Meet,Deanho Davis,48,Mavis Bank High,,8.2,Mavis Bank High
13,,Class 3,200 Meter Dash,Event 5,25.21,Boys,14,2017-01-14,Jaaa Puma Development Meet,Javain James,48,Maggotty High School,,6.5,Maggotty
12,,Class 3,200 Meter Dash,Event 5,25.26,Boys,11,2017-01-14,Jaaa Puma Development Meet,Mbekei Haughton,50,Rusea's High,,3.4,Ruseas High
13,,Class 3,200 Meter Dash,Event 5,25.30B,Boys,10,2017-01-14,Jaaa Puma Development Meet,Brandon Gordon,51,St. James High,,1.7,St James High
,,Class 3,200 Meter Dash,Event 5,25.33,Boys,18,2017-01-14,Jaaa Puma Development Meet,Rajay Collington,52,St. Elizabeth Technical High,,4.5,St. Elizabet
11,,Class 3,200 Meter Dash,Event 5,25.34,Boys,8,2017-01-14,Jaaa Puma Development Meet,Sean Gardener,53,Manchester High,,6.3,Manchester High
12,,Class 3,200 Meter Dash,Event 5,25.44,Boys,9,2017-01-14,Jaaa Puma Development Meet,Rahmon Walters,54,Manchester High,,9.2,Manchester High
11,,Class 3,200 Meter Dash,Event 5,25.45,Boys,12,2017-01-14,Jaaa Puma Development Meet,Christopher Seaton,55,Kingston College,,7.2,Kingston College
13,,Class 3,200 Meter Dash,Event 5,25.46,Boys,7,2017-01-14,Jaaa Puma Development Meet,Tajhemar Service,56,Mona High,,7.3,Mona High School
14,,Class 3,200 Meter Dash,Event 5,25.46B,Boys,3,2017-01-14,Jaaa Puma Development Meet,Antonio Williams,57,Spanish Town High,,1.1,Spainsh town high
13,,Class 3,200 Meter Dash,Event 5,25.50,Boys,6,2017-01-14,Jaaa Puma Development Meet,Nicolai Lawson,58,Kingston College,,9.5,Kingston College
14,,Class 3,200 Meter Dash,Event 5,25.52,Boys,6,2017-01-14,Jaaa Puma Development Meet,Akeem Harriott,59,B. B. Coke High,,9.5,B B Coke
14,,Class 3,200 Meter Dash,Event 5,25.52,Boys,5,2017-01-14,Jaaa Puma Development Meet,Mckoy Burton,60,B. B. Coke High,,8.2,B B Coke
13,,Class 3,200 Meter Dash,Event 5,25.65,Boys,2,2017-01-14,Jaaa Puma Development Meet,Delano Dennisur,61,Belmont Academy,,2.4,Belmont Academy
13,,Class 3,200 Meter Dash,Event 5,25.69,Boys,5,2017-01-14,Jaaa Puma Development Meet,Chedda Simms,62,Belmont Academy,,8.2,Belmont Academy
,,Class 3,200 Meter Dash,Event 5,25.76,Boys,7,2017-01-14,Jaaa Puma Development Meet,Juwarrie Locke,63,Frome Technical High,,7.3,Frome Tech
,,Class 3,200 Meter Dash,Event 5,25.78,Boys,9,2017-01-14,Jaaa Puma Development Meet,Adrian Nethersole,64,St. Elizabeth Technical High,,9.2,St. Elizabet
13,,Class 3,200 Meter Dash,Event 5,25.78,Boys,4,2017-01-14,Jaaa Puma Development Meet,Kimaro Atkinson,65,Belmont Academy,,1.0,Belmont Academy
12,,Class 3,200 Meter Dash,Event 5,25.81,Boys,13,2017-01-14,Jaaa Puma Development Meet,Lennox Barrett,66,Kingston College,,2.8,Kingston College
12,,Class 3,200 Meter Dash,Event 5,25.84,Boys,18,2017-01-14,Jaaa Puma Development Meet,Nicholas Francis,67,Kingston College,,4.5,Kingston College
13,,Class 3,200 Meter Dash,Event 5,25.85,Boys,16,2017-01-14,Jaaa Puma Development Meet,Jason Mathews,68,May Day High,,1.7,May Day High
,,Class 3,200 Meter Dash,Event 5,25.87,Boys,5,2017-01-14,Jaaa Puma Development Meet,Shakiel Green,69,St. Elizabeth Technical High,,8.2,St. Elizabet
13,,Class 3,200 Meter Dash,Event 5,25.89,Boys,14,2017-01-14,Jaaa Puma Development Meet,Christopher Gibbs,70,Cedric Titus,,6.5,Cedric Titus
12,,Class 3,200 Meter Dash,Event 5,25.99,Boys,13,2017-01-14,Jaaa Puma Development Meet,Daniel Gordon,71,Ardenne High,,2.8,Ardenne High School
,,Class 3,200 Meter Dash,Event 5,26.02,Boys,1,2017-01-14,Jaaa Puma Development Meet,Keyshaun Clarke,72,St. Elizabeth Technical High,,0.6,St. Elizabet
14,,Class 3,200 Meter Dash,Event 5,26.05,Boys,2,2017-01-14,Jaaa Puma Development Meet,Shamoore Stewart,73,B. B. Coke High,,2.4,B B Coke
14,,Class 3,200 Meter Dash,Event 5,26.06,Boys,5,2017-01-14,Jaaa Puma Development Meet,Jareed Scott,74,Greater Portmore,,8.2,Grt Portmore
12,,Class 3,200 Meter Dash,Event 5,26.11,Boys,5,2017-01-14,Jaaa Puma Development Meet,Alex Hart,75,William Knibb Memorial High,,8.2,William knibb
13,,Class 3,200 Meter Dash,Event 5,26.22,Boys,10,2017-01-14,Jaaa Puma Development Meet,Junior Allen,76,Petersfield High,,1.7,Petersfield
,,Class 3,200 Meter Dash,Event 5,26.25,Boys,1,2017-01-14,Jaaa Puma Development Meet,Kenroy Sommerville,77,Belmont Academy,,0.6,Belmont Academy
14,,Class 3,200 Meter Dash,Event 5,26.25,Boys,12,2017-01-14,Jaaa Puma Development Meet,Noel Lewin,78,Central High,,7.2,Central High
13,,Class 3,200 Meter Dash,Event 5,26.30,Boys,18,2017-01-14,Jaaa Puma Development Meet,Xaviann Campbell,79,Herbert Morrison,,4.5,Herbert Morr
13,,Class 3,200 Meter Dash,Event 5,26.37,Boys,7,2017-01-14,Jaaa Puma Development Meet,Sean Hewitt,80,Kingston College,,7.3,Kingston College
13,,Class 3,200 Meter Dash,Event 5,26.38,Boys,9,2017-01-14,Jaaa Puma Development Meet,Bruce Esson,81,St. James High,,9.2,St James High
12,,Class 3,200 Meter Dash,Event 5,26.43,Boys,4,2017-01-14,Jaaa Puma Development Meet,Travae Hall,82,Mavis Bank High,,1.0,Mavis Bank High
13,,Class 3,200 Meter Dash,Event 5,26.46,Boys,14,2017-01-14,Jaaa Puma Development Meet,Andrew Lawrence,83,Green Island High,,6.5,Green Island
12,,Class 3,200 Meter Dash,Event 5,26.47,Boys,8,2017-01-14,Jaaa Puma Development Meet,Javanni Brown,84,Mona High,,6.3,Mona High School
13,,Class 3,200 Meter Dash,Event 5,26.51,Boys,11,2017-01-14,Jaaa Puma Development Meet,Jamoi Mcintosh,85,Aberdeen High School,,3.4,Aberdeen Hig
13,,Class 3,200 Meter Dash,Event 5,26.55,Boys,2,2017-01-14,Jaaa Puma Development Meet,George Mason,86,Mavis Bank High,,2.4,Mavis Bank High
13,,Class 3,200 Meter Dash,Event 5,26.65,Boys,12,2017-01-14,Jaaa Puma Development Meet,Javian Belnavis,87,Dinthill Technical High,,7.2,Dinthill Tec
12,,Class 3,200 Meter Dash,Event 5,26.68,Boys,4,2017-01-14,Jaaa Puma Development Meet,Keven Clarke,88,William Knibb Memorial High,,1.0,William knibb
,,Class 3,200 Meter Dash,Event 5,26.69,Boys,11,2017-01-14,Jaaa Puma Development Meet,Jamar Hall,89,St. Elizabeth Technical High,,3.4,St. Elizabet
12,,Class 3,200 Meter Dash,Event 5,26.72,Boys,17,2017-01-14,Jaaa Puma Development Meet,Jeevan Newby,90,Kingston College,,4.6,Kingston College
12,,Class 3,200 Meter Dash,Event 5,26.74,Boys,13,2017-01-14,Jaaa Puma Development Meet,Jordaine Wallace,91,Holmwood Technical High,,2.8,Holmwood Tec
14,,Class 3,200 Meter Dash,Event 5,26.75,Boys,16,2017-01-14,Jaaa Puma Development Meet,Rajay Robinson,92,Christiana High,,1.7,Christiana High
,,Class 3,200 Meter Dash,Event 5,26.86,Boys,11,2017-01-14,Jaaa Puma Development Meet,Waddel Shakespare,93,St. Elizabeth Technical High,,3.4,St. Elizabet
12,,Class 3,200 Meter Dash,Event 5,26.92,Boys,6,2017-01-14,Jaaa Puma Development Meet,Akeem Cordwell,94,Mavis Bank High,,9.5,Mavis Bank High
13,,Class 3,200 Meter Dash,Event 5,26.94,Boys,8,2017-01-14,Jaaa Puma Development Meet,Balric Montique,95,Rusea's High,,6.3,Ruseas High
13,,Class 3,200 Meter Dash,Event 5,26.95,Boys,3,2017-01-14,Jaaa Puma Development Meet,Rayvan Hudson,96,Belmont Academy,,1.1,Belmont Academy
15,,Class 3,200 Meter Dash,Event 5,26.95,Boys,1,2017-01-14,Jaaa Puma Development Meet,Roshaun Dunkley,97,B. B. Coke High,,0.6,B B Coke
,,Class 3,200 Meter Dash,Event 5,27.08,Boys,7,2017-01-14,Jaaa Puma Development Meet,Jerome Williams,98,St. Elizabeth Technical High,,7.3,St. Elizabet
13,,Class 3,200 Meter Dash,Event 5,27.08,Boys,1,2017-01-14,Jaaa Puma Development Meet,Marco Fearon,99,William Knibb Memorial High,,0.6,William knibb
12,,Class 3,200 Meter Dash,Event 5,27.20,Boys,3,2017-01-14,Jaaa Puma Development Meet,Jonte Lowe,100,Mavis Bank High,,1.1,Mavis Bank High
13,,Class 3,200 Meter Dash,Event 5,27.26,Boys,16,2017-01-14,Jaaa Puma Development Meet,Rollanda Clarke,101,Pembrook Hall High,,1.7,Pembroke Hall
,,Class 3,200 Meter Dash,Event 5,27.28,Boys,4,2017-01-14,Jaaa Puma Development Meet,Orlando Wint,102,St. Elizabeth Technical High,,1.0,St. Elizabet
13,,Class 3,200 Meter Dash,Event 5,27.30,Boys,9,2017-01-14,Jaaa Puma Development Meet,Alex Mcleish,103,Mona High,,9.2,Mona High School
12,,Class 3,200 Meter Dash,Event 5,27.35,Boys,6,2017-01-14,Jaaa Puma Development Meet,Quentin Mclean,104,William Knibb Memorial High,,9.5,William knibb
12,,Class 3,200 Meter Dash,Event 5,27.40,Boys,1,2017-01-14,Jaaa Puma Development Meet,Kymani Chantiloupe,105,Kingston College,,0.6,Kingston College
14,,Class 3,200 Meter Dash,Event 5,27.41,Boys,13,2017-01-14,Jaaa Puma Development Meet,Kenyatta King,106,Central High,,2.8,Central High
12,,Class 3,200 Meter Dash,Event 5,27.42,Boys,16,2017-01-14,Jaaa Puma Development Meet,Michael Smith,107,Kingston College,,1.7,Kingston College
12,,Class 3,200 Meter Dash,Event 5,27.48,Boys,15,2017-01-14,Jaaa Puma Development Meet,Lamar Cunningham,108,Herbert Morrison,,0.6,Herbert Morr
13,,Class 3,200 Meter Dash,Event 5,27.82,Boys,6,2017-01-14,Jaaa Puma Development Meet,Daniel Grossette,109,Tacius Golding High,,9.5,Tacius Golding
13,,Class 3,200 Meter Dash,Event 5,27.82,Boys,12,2017-01-14,Jaaa Puma Development Meet,Antowan Robinson,110,Newell High,,7.2,Newell High School
12,,Class 3,200 Meter Dash,Event 5,27.82,Boys,18,2017-01-14,Jaaa Puma Development Meet,Roan Tayloe,111,Vere Technical High,,4.5,Vere Tech
13,,Class 3,200 Meter Dash,Event 5,27.85,Boys,17,2017-01-14,Jaaa Puma Development Meet,Anthony Johnson,112,Rhodes Hall High,,4.6,Rhodes Hall
12,,Class 3,200 Meter Dash,Event 5,27.86,Boys,3,2017-01-14,Jaaa Puma Development Meet,Jordan Richards,113,Kingston College,,1.1,Kingston College
13,,Class 3,200 Meter Dash,Event 5,27.92,Boys,8,2017-01-14,Jaaa Puma Development Meet,Gavayne Kerr,114,St. James High,,6.3,St James High
14,,Class 3,200 Meter Dash,Event 5,27.95,Boys,17,2017-01-14,Jaaa Puma Development Meet,Mario Williams,115,Christiana High,,4.6,Christiana High
13,,Class 3,200 Meter Dash,Event 5,28.00,Boys,16,2017-01-14,Jaaa Puma Development Meet,Christopher Townsend,116,Rhodes Hall High,,1.7,Rhodes Hall
13,,Class 3,200 Meter Dash,Event 5,28.01,Boys,10,2017-01-14,Jaaa Puma Development Meet,Andre Carter,117,Mona High,,1.7,Mona High School
12,,Class 3,200 Meter Dash,Event 5,28.23,Boys,14,2017-01-14,Jaaa Puma Development Meet,Shawn Bryan,118,Central High,,6.5,Central High
12,,Class 3,200 Meter Dash,Event 5,28.28,Boys,16,2017-01-14,Jaaa Puma Development Meet,Jamel Parchment,119,lacovia high,,1.7,lacovia high
12,,Class 3,200 Meter Dash,Event 5,28.35,Boys,1,2017-01-14,Jaaa Puma Development Meet,Natinal Jackson,120,Mavis Bank High,,0.6,Mavis Bank High
12,,Class 3,200 Meter Dash,Event 5,28.41,Boys,14,2017-01-14,Jaaa Puma Development Meet,Recaardo Nelson,121,Waterford High School,,6.5,Waterford
12,,Class 3,200 Meter Dash,Event 5,28.57,Boys,17,2017-01-14,Jaaa Puma Development Meet,Dermaine Campbell,122,lacovia high,,4.6,lacovia high
13,,Class 3,200 Meter Dash,Event 5,28.62,Boys,10,2017-01-14,Jaaa Puma Development Meet,Tyreke Phillips,123,Garvey Maceo High,,1.7,Garvey Maceo
12,,Class 3,200 Meter Dash,Event 5,28.66,Boys,13,2017-01-14,Jaaa Puma Development Meet,Lamone Morrison,124,Papine High,,2.8,Papine High School
13,,Class 3,200 Meter Dash,Event 5,29.13,Boys,5,2017-01-14,Jaaa Puma Development Meet,Shamar Williams,125,Spanish Town High,,8.2,Spainsh town high
12,,Class 3,200 Meter Dash,Event 5,29.24,Boys,14,2017-01-14,Jaaa Puma Development Meet,Cliverte Lynch,126,Vere Technical High,,6.5,Vere Tech
13,,Class 3,200 Meter Dash,Event 5,29.26,Boys,11,2017-01-14,Jaaa Puma Development Meet,Shaquiel Daley,127,Central High,,3.4,Central High
13,,Class 3,200 Meter Dash,Event 5,29.40,Boys,3,2017-01-14,Jaaa Puma Development Meet,Jaheim Thomas,128,Greater Portmore,,1.1,Grt Portmore
12,,Class 3,200 Meter Dash,Event 5,29.45,Boys,9,2017-01-14,Jaaa Puma Development Meet,Oneil Spence,129,Frome Technical High,,9.2,Frome Tech
14,,Class 3,200 Meter Dash,Event 5,29.64,Boys,6,2017-01-14,Jaaa Puma Development Meet,Andra Seator,130,Spanish Town High,,9.5,Spainsh town high
11,,Class 3,200 Meter Dash,Event 5,29.64,Boys,10,2017-01-14,Jaaa Puma Development Meet,Tevaughn Thompson,131,Central High,,1.7,Central High
11,,Class 3,200 Meter Dash,Event 5,30.42,Boys,18,2017-01-14,Jaaa Puma Development Meet,Tevon Blackstock,132,Central High,,4.5,Central High
14,,Class 3,200 Meter Dash,Event 5,30.55,Boys,1,2017-01-14,Jaaa Puma Development Meet,Shevon Patterson,133,Spanish Town High,,0.6,Spainsh town high
12,,Class 3,200 Meter Dash,Event 5,31.02,Boys,12,2017-01-14,Jaaa Puma Development Meet,Daniel Mullings,134,Ardenne High,,7.2,Ardenne High School
13,,Class 3,200 Meter Dash,Event 5,32.05,Boys,4,2017-01-14,Jaaa Puma Development Meet,Ackeem Richards,135,Greater Portmore,,1.0,Grt Portmore
12,,Class 3,200 Meter Dash,Event 5,32.42,Boys,18,2017-01-14,Jaaa Puma Development Meet,Alrique Beckford,136,Ardenne High,,4.5,Ardenne High School
,,Class 3,200 Meter Dash,Event 5,32.68,Boys,8,2017-01-14,Jaaa Puma Development Meet,Kevin Moosely,137,Frome Technical High,,6.3,Frome Tech
12,,Class 3,200 Meter Dash,Event 5,32.92,Boys,15,2017-01-14,Jaaa Puma Development Meet,Paul Martin,138,Ardenne High,,0.6,Ardenne High School
14,,Class 3,200 Meter Dash,Event 5,34.79,Boys,17,2017-01-14,Jaaa Puma Development Meet,Kevon Hamilton,139,Pembrook Hall High,,4.6,Pembroke Hall
11,,Class 3,200 Meter Dash,Event 5,39.45,Boys,13,2017-01-14,Jaaa Puma Development Meet,Turae James,140,Roliver Track Club,,2.8,Roliver Track Club
12,,Class 3,200 Meter Dash,Event 5,NT,Boys,1,2017-01-14,Jaaa Puma Development Meet,Paul Larmond,--,Greater Portmore,,0.6,Grt Portmore
,,Class 3,200 Meter Dash,Event 5,DNF,Boys,12,2017-01-14,Jaaa Puma Development Meet,Tierick Smith,--,St. Elizabeth Technical High,,7.2,St. Elizabet
18,,Class 1,200 Meter Dash,Event 6,23.74,Girls,5,2017-01-14,Jaaa Puma Development Meet,Patrice Moody,1,Edwin Allen High,,6.3,Edwin Allen
17,,Class 1,200 Meter Dash,Event 6,23.83B,Girls,4,2017-01-14,Jaaa Puma Development Meet,Shellece Clark,2,Edwin Allen High,,2.0,Edwin Allen
17,,Class 1,200 Meter Dash,Event 6,23.90,Girls,3,2017-01-14,Jaaa Puma Development Meet,Kimorla Mushette,3,Edwin Allen High,,9.9,Edwin Allen
18,,Class 1,200 Meter Dash,Event 6,24.04,Girls,5,2017-01-14,Jaaa Puma Development Meet,Tamia Campbell,4,Edwin Allen High,,6.3,Edwin Allen
18,,Class 1,200 Meter Dash,Event 6,24.18B,Girls,4,2017-01-14,Jaaa Puma Development Meet,Gabrielle Mcdonald,5,Edwin Allen High,,2.0,Edwin Allen
17,,Class 1,200 Meter Dash,Event 6,24.30,Girls,1,2017-01-14,Jaaa Puma Development Meet,Amoi Brown,6,Vere Technical High,,5.1,Vere Tech
,,Class 1,200 Meter Dash,Event 6,24.37,Girls,5,2017-01-14,Jaaa Puma Development Meet,Tatyana Mckenize,7,The Queens School,,6.3,The Queens
17,,Class 1,200 Meter Dash,Event 6,24.43,Girls,1,2017-01-14,Jaaa Puma Development Meet,Kasheika Cameron,8,Edwin Allen High,,5.1,Edwin Allen
17,,Class 1,200 Meter Dash,Event 6,24.43,Girls,1,2017-01-14,Jaaa Puma Development Meet,Peter-Gay Mckenzie,8,Edwin Allen High,,5.1,Edwin Allen
18,,Class 1,200 Meter Dash,Event 6,24.55,Girls,5,2017-01-14,Jaaa Puma Development Meet,Debra Wallace,10,Herbert Morrison,,6.3,Herbert Morr
18,,Class 1,200 Meter Dash,Event 6,24.73B,Girls,4,2017-01-14,Jaaa Puma Development Meet,Angielee Jackson,11,Green Island High,,2.0,Green Island
17,,Class 1,200 Meter Dash,Event 6,24.75,Girls,3,2017-01-14,Jaaa Puma Development Meet,Khamoy Farquharson,12,Edwin Allen High,,9.9,Edwin Allen
17,,Class 1,200 Meter Dash,Event 6,24.82,Girls,3,2017-01-14,Jaaa Puma Development Meet,Makeda Newman,13,Spaldings High,,9.9,Spalding Hig
17,,Class 1,200 Meter Dash,Event 6,24.89B,Girls,4,2017-01-14,Jaaa Puma Development Meet,Amoy Mairs,14,Rusea's High,,2.0,Ruseas High
18,,Class 1,200 Meter Dash,Event 6,25.03B,Girls,4,2017-01-14,Jaaa Puma Development Meet,Monise Barronette,15,Edwin Allen High,,2.0,Edwin Allen
18,,Class 1,200 Meter Dash,Event 6,25.11,Girls,2,2017-01-14,Jaaa Puma Development Meet,Tisssanna Hickling,16,St. Jago High,,5.5,St. Jago
17,,Class 1,200 Meter Dash,Event 6,25.14,Girls,1,2017-01-14,Jaaa Puma Development Meet,Christine Irving,17,Holmwood Technical High,,5.1,Holmwood Tec
18,,Class 1,200 Meter Dash,Event 6,25.34,Girls,3,2017-01-14,Jaaa Puma Development Meet,Helcyann Sauver,18,Holmwood Technical High,,9.9,Holmwood Tec
18,,Class 1,200 Meter Dash,Event 6,25.42,Girls,2,2017-01-14,Jaaa Puma Development Meet,Tiffany Barrett,19,Manchester High,,5.5,Manchester High
18,,Class 1,200 Meter Dash,Event 6,25.44,Girls,1,2017-01-14,Jaaa Puma Development Meet,Gillian Kelly,20,Rusea's High,,5.1,Ruseas High
17,,Class 1,200 Meter Dash,Event 6,25.77,Girls,2,2017-01-14,Jaaa Puma Development Meet,Patrice Watson,21,The Queens School,,5.5,The Queens
