Age,AgeGroup,Class,Event,EventNumber,Finals,Gender,Heat,MeetDate,MeetName,Name,Rank,Team,TeamType,Wind,OrigTeamName
16,,Open,100 Meter Dash,Event 14,12.65,Women,1,2017-02-11,Milo Western Relays,Accacia Hinds,15,Holmwood Technical High,,-0.7,Holmwood
15,,Open,100 Meter Dash,Event 14,13.01,Women,2,2017-02-11,Milo Western Relays,Jhadacia Garrick,16,York Castle High,,2.3,York Castle High
,,Open,100 Meter Dash,Event 14,13.07,Women,3,2017-02-11,Milo Western Relays,Shanique Mckenzie,17,Moneague College,,0.7,Moneague College
22,,Open,100 Meter Dash,Event 14,13.08,Women,3,2017-02-11,Milo Western Relays,Kadian Mckoy,18,Exed Community College,,0.7,EXED
13,,Open,100 Meter Dash,Event 14,13.10,Women,1,2017-02-11,Milo Western Relays,Jayzene Jemison,19,St. James High,,-0.7,St. James High
,,Open,100 Meter Dash,Event 14,13.15,Women,3,2017-02-11,Milo Western Relays,Oshene Thomas,20,Moneague College,,0.7,Moneague College
14,,Open,100 Meter Dash,Event 14,13.22,Women,3,2017-02-11,Milo Western Relays,Alylia Goslin,21,Merlene Ottey High,,0.7,Merlene Ottey
,,Open,100 Meter Dash,Event 14,13.32,Women,3,2017-02-11,Milo Western Relays,Shackerea Green,22,U W I,,0.7,U W I
,,Open,100 Meter Dash,Event 14,13.35,Women,3,2017-02-11,Milo Western Relays,Toni-Ann Bradey,23,Moneague College,,0.7,Moneague College
14,,Open,100 Meter Dash,Event 14,13.37,Women,4,2017-02-11,Milo Western Relays,Monae Carey,24,Holmwood Technical High,,1.2,Holmwood
16,,Open,100 Meter Dash,Event 14,13.51,Women,1,2017-02-11,Milo Western Relays,Shantae Gayle,25,Hampton School,,-0.7,Hampton
13,,Open,100 Meter Dash,Event 14,13.65,Women,2,2017-02-11,Milo Western Relays,Ashley Barrett,26,Cedric Titus,,2.3,Cedric Titus High
14,,Open,100 Meter Dash,Event 14,13.85,Women,2,2017-02-11,Milo Western Relays,Neshkafay Johnson,27,Hampton School,,2.3,Hampton
12,,Open,100 Meter Dash,Event 14,14.18,Women,1,2017-02-11,Milo Western Relays,Monescia Robinson,28,Cedric Titus,,-0.7,Cedric Titus High
22,,Open,100 Meter Dash,Event 14,14.36,Women,4,2017-02-11,Milo Western Relays,Tashoya Brown,29,Church Teachers,,1.2,Church
13,,Open,100 Meter Dash,Event 14,NT,Women,4,2017-02-11,Milo Western Relays,Stacyann Smith,--,Merlene Ottey High,,1.2,Merlene Ottey
,,Open,400 Meter Dash,Event 15,49.37,Men,7,2017-02-11,Milo Western Relays,Dwayne Webb,1,Spot Valley High,,,Spot Valley High
17,,Open,400 Meter Dash,Event 15,49.81,Men,4,2017-02-11,Milo Western Relays,Devaughn Ellington,2,Petersfield High,,,Petersfield High
18,,Open,400 Meter Dash,Event 15,50.48,Men,6,2017-02-11,Milo Western Relays,Romario Ferron,3,Port Antonio High,,,Port Antonio
16,,Open,400 Meter Dash,Event 15,50.78,Men,3,2017-02-11,Milo Western Relays,Javed Jones,4,B. B. Coke High,,,Bb. Coke
15,,Open,400 Meter Dash,Event 15,50.80,Men,1,2017-02-11,Milo Western Relays,Ailean Hamilton,5,Muschett High,,,Muschett High
17,,Open,400 Meter Dash,Event 15,50.88,Men,2,2017-02-11,Milo Western Relays,Douglas James,6,Petersfield High,,,Petersfield High
16,,Open,400 Meter Dash,Event 15,50.91,Men,3,2017-02-11,Milo Western Relays,Lijae Holness,7,Muschett High,,,Muschett High
20,,Open,400 Meter Dash,Event 15,50.94,Men,7,2017-02-11,Milo Western Relays,Bejaun Jones,8,Exed Community College,,,EXED
18,,Open,400 Meter Dash,Event 15,51.03,Men,5,2017-02-11,Milo Western Relays,Leroy Martin,9,Mona High,,,Maldon High
17,,Open,400 Meter Dash,Event 15,51.24,Men,4,2017-02-11,Milo Western Relays,Dontre Williams,10,Kingston College,,,Kingston College
,,Open,400 Meter Dash,Event 15,51.31,Men,5,2017-02-11,Milo Western Relays,Delon Dixon,11,Knox Com Col,,,Knox Com Col
,,Open,400 Meter Dash,Event 15,51.49,Men,7,2017-02-11,Milo Western Relays,Radcliffe Burrell,12,Rhodes Hall High,,,Rhodes Hall
,,Open,400 Meter Dash,Event 15,51.52,Men,7,2017-02-11,Milo Western Relays,Tyrone Henry,13,Unattached,,,Unattached
18,,Open,400 Meter Dash,Event 15,51.81,Men,4,2017-02-11,Milo Western Relays,Lynval Whyte,14,Excelsior High,,,XLCR
,,Open,400 Meter Dash,Event 15,51.87,Men,4,2017-02-11,Milo Western Relays,Romaine Gabbidon,15,William Knibb Memorial High,,,William Knibb
,,Open,400 Meter Dash,Event 15,51.94,Men,5,2017-02-11,Milo Western Relays,Xandre Blake,16,U W I,,,U W I
18,,Open,400 Meter Dash,Event 15,51.98,Men,5,2017-02-11,Milo Western Relays,Amario Ferron,17,Port Antonio High,,,Port Antonio
17,,Open,400 Meter Dash,Event 15,52.15,Men,2,2017-02-11,Milo Western Relays,Gary Blake,18,B. B. Coke High,,,Bb. Coke
14,,Open,400 Meter Dash,Event 15,52.20,Men,3,2017-02-11,Milo Western Relays,Jovanni Parkins,19,Rusea's High,,,Ruseas High
17,,Open,400 Meter Dash,Event 15,52.34,Men,4,2017-02-11,Milo Western Relays,Yanique Barrett,20,Dinthill Technical High,,,Dinthill
15,,Open,400 Meter Dash,Event 15,52.46,Men,6,2017-02-11,Milo Western Relays,Toby Wright,21,Herbert Morrison,,,Herbert Morrison
17,,Open,400 Meter Dash,Event 15,52.50,Men,2,2017-02-11,Milo Western Relays,Kerol Manning,22,Grange Hill High,,,Grange Hill High
,,Open,400 Meter Dash,Event 15,52.59,Men,5,2017-02-11,Milo Western Relays,Andre Foster,23,Knox Com Col,,,Knox Com Col
15,,Open,400 Meter Dash,Event 15,52.60,Men,2,2017-02-11,Milo Western Relays,Blaine Buckle,24,York Castle High,,,York Castle High
16,,Open,400 Meter Dash,Event 15,52.79,Men,3,2017-02-11,Milo Western Relays,Donovon Bruce,25,Rusea's High,,,Ruseas High
19,,Open,400 Meter Dash,Event 15,52.80,Men,7,2017-02-11,Milo Western Relays,Terroan Edward,26,Knox Com Col,,,Knox Com Col
17,,Open,400 Meter Dash,Event 15,52.87,Men,2,2017-02-11,Milo Western Relays,Olando Mclean,27,Rhodes Hall High,,,Rhodes Hall
14,,Open,400 Meter Dash,Event 15,52.89,Men,2,2017-02-11,Milo Western Relays,Izani Barrett,28,Irwin High,,,Irwin High School
18,,Open,400 Meter Dash,Event 15,53.28,Men,5,2017-02-11,Milo Western Relays,Anthony Nelson,29,Church Teachers,,,Church
14,,Open,400 Meter Dash,Event 15,53.38,Men,2,2017-02-11,Milo Western Relays,Nicardo Dawson,30,Claude McKay High,,,Claude McKay
15,,Open,400 Meter Dash,Event 15,53.56,Men,1,2017-02-11,Milo Western Relays,Trevoy Williams,31,Irwin High,,,Irwin High School
17,,Open,400 Meter Dash,Event 15,53.65,Men,6,2017-02-11,Milo Western Relays,Lincoln Richards,32,Exed Community College,,,EXED
,,Open,400 Meter Dash,Event 15,54.12,Men,3,2017-02-11,Milo Western Relays,Jevan Mclauren,33,Petersfield High,,,Petersfield High
15,,Open,400 Meter Dash,Event 15,54.57,Men,1,2017-02-11,Milo Western Relays,Jowayne Brown,34,St. James High,,,St. James High
21,,Open,400 Meter Dash,Event 15,55.24,Men,6,2017-02-11,Milo Western Relays,Roshawn Sawyers,35,Mobay Comets Track Club,,,Mobay Comets
14,,Open,400 Meter Dash,Event 15,55.38,Men,4,2017-02-11,Milo Western Relays,C-Jay Whyte,36,Rhodes Hall High,,,Rhodes Hall
,,Open,400 Meter Dash,Event 15,55.72,Men,6,2017-02-11,Milo Western Relays,Timothy Roach,37,Mobay Comets Track Club,,,Mobay Comets
15,,Open,400 Meter Dash,Event 15,55.74,Men,1,2017-02-11,Milo Western Relays,Jevaro Reid,38,York Castle High,,,York Castle High
13,,Open,400 Meter Dash,Event 15,55.80,Men,4,2017-02-11,Milo Western Relays,Jahmone Perry,39,Frome Technical High,,,Frome
15,,Open,400 Meter Dash,Event 15,56.11,Men,3,2017-02-11,Milo Western Relays,Davonne Morgan,40,Dinthill Technical High,,,Dinthill
,,Open,400 Meter Dash,Event 15,56.15,Men,7,2017-02-11,Milo Western Relays,Teswayne Allen,41,C M I,,,C M I
15,,Open,400 Meter Dash,Event 15,56.50,Men,7,2017-02-11,Milo Western Relays,Shaquille Kerr,42,Knockalva Technical,,,Knockalva
15,,Open,400 Meter Dash,Event 15,56.88,Men,1,2017-02-11,Milo Western Relays,Dennis Lee,43,Munro College,,,Munro College
16,,Open,400 Meter Dash,Event 15,57.23,Men,3,2017-02-11,Milo Western Relays,Kenniel Allen,44,Merlene Ottey High,,,Merlene Ottey
,,Open,400 Meter Dash,Event 15,57.33,Men,6,2017-02-11,Milo Western Relays,Sashwayne Cunningham,45,Mobay Comets Track Club,,,Mobay Comets
12,,Open,400 Meter Dash,Event 15,57.70,Men,1,2017-02-11,Milo Western Relays,Joel Lindo,46,Frome Technical High,,,Frome
,,Open,400 Meter Dash,Event 15,57.70,Men,1,2017-02-11,Milo Western Relays,Occasey Thompson,46,Claude McKay High,,,Claude McKay
19,,Open,400 Meter Dash,Event 15,57.81,Men,5,2017-02-11,Milo Western Relays,Alando Houston,48,Mona High,,,Maldon High
15,,Open,400 Meter Dash,Event 15,58.02,Men,4,2017-02-11,Milo Western Relays,Tijaun Hendricks,49,Munro College,,,Munro College
15,,Open,400 Meter Dash,Event 15,58.12,Men,5,2017-02-11,Milo Western Relays,Tedwayne Whyte,50,Knockalva Technical,,,Knockalva
14,,Open,400 Meter Dash,Event 15,1:01.00,Men,6,2017-02-11,Milo Western Relays,Jevaughn Salmon,51,Mona High,,,Maldon High
15,,Open,400 Meter Dash,Event 15,NT,Men,3,2017-02-11,Milo Western Relays,Chadrick Pearson,--,Grange Hill High,,,Grange Hill High
16,,Open,400 Meter Dash,Event 15,NT,Men,2,2017-02-11,Milo Western Relays,Constantine Pickering,--,Holland High,,,Holland High School
14,,Open,400 Meter Dash,Event 16,57.15,Women,2,2017-02-11,Milo Western Relays,Shaquena Foote,1,Petersfield High,,,Petersfield High
15,,Open,400 Meter Dash,Event 16,57.81,Women,2,2017-02-11,Milo Western Relays,Monique Brown,2,Edwin Allen High,,,Edwin Allen
,,Open,400 Meter Dash,Event 16,58.03,Women,4,2017-02-11,Milo Western Relays,Shana Wright,3,UTECH Track,,,Utech Track Club
16,,Open,400 Meter Dash,Event 16,58.84,Women,4,2017-02-11,Milo Western Relays,Sasha Brown,4,Holmwood Technical High,,,Holmwood
14,,Open,400 Meter Dash,Event 16,58.84,Women,1,2017-02-11,Milo Western Relays,Timoy Brown,5,Edwin Allen High,,,Edwin Allen
15,,Open,400 Meter Dash,Event 16,1:00.08,Women,1,2017-02-11,Milo Western Relays,Kevina Roach,6,Holmwood Technical High,,,Holmwood
,,Open,400 Meter Dash,Event 16,1:00.32,Women,4,2017-02-11,Milo Western Relays,Satina Edwards,7,U W I,,,U W I
15,,Open,400 Meter Dash,Event 16,1:00.50,Women,2,2017-02-11,Milo Western Relays,Mickalilah Vassell,8,Hydel Group of Schools,,,Hydel High School
20,,Open,400 Meter Dash,Event 16,1:01.15,Women,4,2017-02-11,Milo Western Relays,Oshin Owen,9,Church Teachers,,,Church
15,,Open,400 Meter Dash,Event 16,1:02.57,Women,2,2017-02-11,Milo Western Relays,Shavanise Cox,10,Rhodes Hall High,,,Rhodes Hall
17,,Open,400 Meter Dash,Event 16,1:03.07,Women,3,2017-02-11,Milo Western Relays,Annisha Burke,11,Rusea's High,,,Ruseas High
15,,Open,400 Meter Dash,Event 16,1:03.53,Women,1,2017-02-11,Milo Western Relays,Shavel Cooper,12,Westwood High School,,,Westwood
15,,Open,400 Meter Dash,Event 16,1:04.10,Women,2,2017-02-11,Milo Western Relays,Hodecia Housen,13,Irwin High,,,Irwin High School
15,,Open,400 Meter Dash,Event 16,1:04.30,Women,3,2017-02-11,Milo Western Relays,Shannalee Reid,14,Grange Hill High,,,Grange Hill High
16,,Open,400 Meter Dash,Event 16,1:04.31,Women,4,2017-02-11,Milo Western Relays,Robyn Mcpherson,15,Moneague College,,,Moneague College
15,,Open,400 Meter Dash,Event 16,1:06.02,Women,2,2017-02-11,Milo Western Relays,Nackela Allen,16,B. B. Coke High,,,Bb. Coke
14,,Open,400 Meter Dash,Event 16,1:06.21,Women,3,2017-02-11,Milo Western Relays,Zwandi Harrison,17,Hampton School,,,Hampton
14,,Open,400 Meter Dash,Event 16,1:06.87,Women,3,2017-02-11,Milo Western Relays,Dewree Senior,18,St. Hildas High School,,,St. Hildas
14,,Open,400 Meter Dash,Event 16,1:07.07,Women,3,2017-02-11,Milo Western Relays,Mykoll Daley,19,Frome Technical High,,,Frome
14,,Open,400 Meter Dash,Event 16,1:07.85,Women,1,2017-02-11,Milo Western Relays,Mickaell Moodie,20,Grange Hill High,,,Grange Hill High
14,,Open,400 Meter Dash,Event 16,1:08.29,Women,1,2017-02-11,Milo Western Relays,Aliyah Baker,21,Frome Technical High,,,Frome
,,Open,400 Meter Dash,Event 16,1:09.75,Women,1,2017-02-11,Milo Western Relays,Alicea Deer,22,Cedric Titus,,,Cedric Titus High
14,,Open,400 Meter Dash,Event 16,1:13.17,Women,3,2017-02-11,Milo Western Relays,Sheridyon Stephens,23,B. B. Coke High,,,Bb. Coke
15,,Open,400 Meter Dash,Event 16,1:14.18,Women,1,2017-02-11,Milo Western Relays,Akaylia Reddie,24,Holland High,,,Holland High School
,,,4X100 Meter Relay,Event 17,53.67,Boys,None,2017-02-11,Milo Western Relays,,1,Team Rockets,Prep School,,Team Rockets
,,,4X100 Meter Relay,Event 17,57.08,Boys,None,2017-02-11,Milo Western Relays,,2,New Horizon Preparatory School,Prep School,,New Horizon Preparatory School
,,,4X100 Meter Relay,Event 17,1:00.15,Boys,None,2017-02-11,Milo Western Relays,,3,Montego Bay Preparatory School,Prep School,,Montego Bay Preparatory School
,,,4X100 Meter Relay,Event 17,1:04.71,Boys,None,2017-02-11,Milo Western Relays,,4,Harding Hall Preparatory Schoo,Prep School,,Harding Hall Preparatory Schoo
,,,4X100 Meter Relay,Event 17,1:05.82,Boys,None,2017-02-11,Milo Western Relays,,5,Hemmingay Prep,Prep School,,Hemmingay Preparatory and Kind
,,,4X100 Meter Relay,Event 17,1:06.38,Boys,None,2017-02-11,Milo Western Relays,,6,Builders Preparatory,Prep School,,Builders Preparatory
,,,4X100 Meter Relay,Event 17,1:07.78,Boys,None,2017-02-11,Milo Western Relays,,7,Unity Preparatory,Prep School,,Unity Preparatory
,,,4X100 Meter Relay,Event 17,1:10.15,Boys,None,2017-02-11,Milo Western Relays,,8,Winners Preparatory,Prep School,,Winners Preparatory
,,,4X100 Meter Relay,Event 18,57.50,Boys,None,2017-02-11,Milo Western Relays,,1,ST James Preparatory,,,ST James Preparatory
,,,4X100 Meter Relay,Event 18,58.03,Boys,None,2017-02-11,Milo Western Relays,,2,ST Mary's Preparatory,,,ST Mary's Preparatory
,,,4X100 Meter Relay,Event 18,58.09,Boys,None,2017-02-11,Milo Western Relays,,3,Montego Bay Preparatory School,,,Montego Bay Preparatory School
,,,4X100 Meter Relay,Event 18,58.82,Boys,None,2017-02-11,Milo Western Relays,,4,Hemmingay Prep,,,Hemmingay Preparatory and Kind
,,,4X100 Meter Relay,Event 18,1:01.42,Boys,None,2017-02-11,Milo Western Relays,,5,Supreme Preparatory,,,Supreme Preparatory
,,,4X100 Meter Relay,Event 18,1:01.48,Boys,None,2017-02-11,Milo Western Relays,,6,New Horizon Preparatory School,,,New Horizon Preparatory School
,,,4X100 Meter Relay,Event 20,54.79,Girls,None,2017-02-11,Milo Western Relays,,1,Catherine Hall Primary,,,Corinaldi Primary
,,,4X100 Meter Relay,Event 20,55.38,Girls,None,2017-02-11,Milo Western Relays,,2,Howard Cooke Primary,,,Howard Cooke Primary
,,,4X100 Meter Relay,Event 20,57.74,Girls,None,2017-02-11,Milo Western Relays,,3,Barracks Primary,,,Barracks Road Primary
,,,4X100 Meter Relay,Event 20,58.31,Girls,None,2017-02-11,Milo Western Relays,,4,Green Pond High,,,Green Pond Primary
,,,4X100 Meter Relay,Event 20,58.60,Girls,None,2017-02-11,Milo Western Relays,,5,Granville Primary,,,Granville Primary
,,,4X100 Meter Relay,Event 20,1:00.07,Girls,None,2017-02-11,Milo Western Relays,,6,Catherine Hall Primary,,,Catherine Hall Primary
,,,4X100 Meter Relay,Event 20,1:01.55,Girls,None,2017-02-11,Milo Western Relays,,7,Anchovy High,,,Anchovy High
,,,4X100 Meter Relay,Event 20,1:02.40,Girls,None,2017-02-11,Milo Western Relays,,8,John Mills Primary/Jnr High,,,Johns Hall Primary
,,,4X100 Meter Relay,Event 21,53.66,Boys,2,2017-02-11,Milo Western Relays,,1,Howard Cooke Primary,,,Howard Cooke Primary
,,,4X100 Meter Relay,Event 21,55.27,Boys,2,2017-02-11,Milo Western Relays,,2,Negril All Age,,,Negril All Age
,,,4X100 Meter Relay,Event 21,55.60,Boys,2,2017-02-11,Milo Western Relays,,3,Hague Primary And Infant,,,Hague Primary And Infant
,,,4X100 Meter Relay,Event 21,55.83,Boys,2,2017-02-11,Milo Western Relays,,4,Catherine Hall Primary,,,Catherine Hall Primary
,,,4X100 Meter Relay,Event 21,56.59,Boys,1,2017-02-11,Milo Western Relays,,5,Bethel Primary,,,Bethel Primary
,,,4X100 Meter Relay,Event 21,57.69,Boys,1,2017-02-11,Milo Western Relays,,6,Mona High,,,Maldon High
,,,4X100 Meter Relay,Event 21,57.89,Boys,1,2017-02-11,Milo Western Relays,,7,Mt. Salem Primary,,,Mt. Salem Primary
,,,4X100 Meter Relay,Event 21,59.28,Boys,1,2017-02-11,Milo Western Relays,,8,Chatsworth Primary,,,Chatsworth Primary
,,,4X100 Meter Relay,Event 21,1:00.27,Boys,1,2017-02-11,Milo Western Relays,,9,Salt Marsh Primary,,,Salt Marsh Primary
,,,4X100 Meter Relay,Event 21,1:05.06,Boys,2,2017-02-11,Milo Western Relays,,10,Glendover Primary,,,Glendover Primary
,,,4X100 Meter Relay,Event 22,52.46,Boys,None,2017-02-11,Milo Western Relays,,1,Barracks Primary,,,Barracks Road Primary
,,,4X100 Meter Relay,Event 22,52.69,Boys,None,2017-02-11,Milo Western Relays,,2,Catherine Hall Primary,,,Corinaldi Primary
,,,4X100 Meter Relay,Event 22,54.85,Boys,None,2017-02-11,Milo Western Relays,,3,Howard Cooke Primary,,,Howard Cooke Primary
,,,4X100 Meter Relay,Event 22,58.39,Boys,None,2017-02-11,Milo Western Relays,,4,Granville Primary,,,Granville Primary
,,,4X100 Meter Relay,Event 22,59.99,Boys,None,2017-02-11,Milo Western Relays,,5,Green Pond High,,,Green Pond Primary
,,,4X100 Meter Relay,Event 22,1:00.43,Boys,None,2017-02-11,Milo Western Relays,,6,Anchovy High,,,Anchovy High
,,,4X100 Meter Relay,Event 22,1:02.82,Boys,None,2017-02-11,Milo Western Relays,,7,John Mills Primary/Jnr High,,,Johns Hall Primary
,,,4X100 Meter Relay,Event 23,57.41,Girls,None,2017-02-11,Milo Western Relays,,1,Team Rockets,,,Team Rockets
,,,4X100 Meter Relay,Event 23,1:03.33,Girls,None,2017-02-11,Milo Western Relays,,2,Harding Hall Preparatory Schoo,,,Harding Hall Preparatory Schoo
,,,4X100 Meter Relay,Event 23,1:04.79,Girls,None,2017-02-11,Milo Western Relays,,3,Montego Bay Preparatory School,,,Montego Bay Preparatory School
,,,4X100 Meter Relay,Event 23,1:09.44,Girls,None,2017-02-11,Milo Western Relays,,4,Olympus Prep,,,Olympus Prep
,,,4X100 Meter Relay,Event 23,1:09.90,Girls,None,2017-02-11,Milo Western Relays,,5,Builders Preparatory,,,Builders Preparatory
,,,4X100 Meter Relay,Event 23,1:10.12,Girls,None,2017-02-11,Milo Western Relays,,6,Hemmingay Prep,,,Hemmingay Preparatory and Kind
,,,4X100 Meter Relay,Event 23,1:17.42,Girls,None,2017-02-11,Milo Western Relays,,7,Winners Preparatory,,,Winners Preparatory
,,,4X100 Meter Relay,Event 23,DNF,Girls,None,2017-02-11,Milo Western Relays,,--,Unity Preparatory,,,Unity Preparatory
,,,4X100 Meter Relay,Event 24,1:00.06,Girls,None,2017-02-11,Milo Western Relays,,1,Montego Bay Preparatory School,,,Montego Bay Preparatory School
,,,4X100 Meter Relay,Event 24,1:01.25,Girls,None,2017-02-11,Milo Western Relays,,2,Supreme Preparatory,,,Supreme Preparatory
,,,4X100 Meter Relay,Event 24,1:04.29,Girls,None,2017-02-11,Milo Western Relays,,3,ST Mary's Preparatory,,,ST Mary's Preparatory
,,,4X100 Meter Relay,Event 24,1:05.58,Girls,None,2017-02-11,Milo Western Relays,,4,Hemmingay Prep,,,Hemmingay Preparatory and Kind
,,,4X100 Meter Relay,Event 24,1:09.37,Girls,None,2017-02-11,Milo Western Relays,,5,ST James Preparatory,,,ST James Preparatory
,,Class 4,4X100 Meter Relay,Event 25,47.91,Girls,3,2017-02-11,Milo Western Relays,,1,Edwin Allen High,,,Edwin Allen High School
,,Class 4,4X100 Meter Relay,Event 25,49.24,Girls,3,2017-02-11,Milo Western Relays,,2,Hydel Group of Schools,,,Hydel High School
,,Class 4,4X100 Meter Relay,Event 25,50.10,Girls,1,2017-02-11,Milo Western Relays,,3,Mt. Alvernia High,,,Mount Alvernia High
,,Class 4,4X100 Meter Relay,Event 25,50.53,Girls,2,2017-02-11,Milo Western Relays,,4,Rusea's High,,,Ruseas High
,,Class 4,4X100 Meter Relay,Event 25,50.55,Girls,3,2017-02-11,Milo Western Relays,,5,Wolmer's,,,Wolmers Girls
,,Class 4,4X100 Meter Relay,Event 25,50.75,Girls,3,2017-02-11,Milo Western Relays,,6,Manchester High,,,Manchester High School Girls
,,Class 4,4X100 Meter Relay,Event 25,51.32,Girls,3,2017-02-11,Milo Western Relays,,7,St. Elizabeth Technical High,,,St. Elizabeth Technical High S
,,Class 4,4X100 Meter Relay,Event 25,52.85,Girls,1,2017-02-11,Milo Western Relays,,8,Belmont Academy,,,Belmont Academy
,,Class 4,4X100 Meter Relay,Event 25,53.33,Girls,1,2017-02-11,Milo Western Relays,,9,Port Antonio High,,,Port Antonio High school
,,Class 4,4X100 Meter Relay,Event 25,53.85,Girls,1,2017-02-11,Milo Western Relays,,10,Montego Bay High,,,Montego Bay High
,,Class 4,4X100 Meter Relay,Event 25,55.00,Girls,2,2017-02-11,Milo Western Relays,,11,William Knibb Memorial High,,,William Knibb
,,Class 4,4X100 Meter Relay,Event 25,55.69,Girls,1,2017-02-11,Milo Western Relays,,12,Westwood High School,,,Westwood High School
,,Class 4,4X100 Meter Relay,Event 25,56.60,Girls,1,2017-02-11,Milo Western Relays,,13,Holland High,,,Holland High School
,,Class 4,4X100 Meter Relay,Event 25,57.22,Girls,2,2017-02-11,Milo Western Relays,,14,Tacius Golding High,,,Tacius Golding High
,,Class 4,4X100 Meter Relay,Event 25,58.69,Girls,2,2017-02-11,Milo Western Relays,,15,Irwin High,,,Irwin High School
,,Class 4,4X100 Meter Relay,Event 25,59.21,Girls,1,2017-02-11,Milo Western Relays,,16,Anchovy High,,,Anchovy High
,,Class 4,4X100 Meter Relay,Event 25,1:03.02,Girls,2,2017-02-11,Milo Western Relays,,17,Spot Valley High,,,Spot Valley High
,,Class 4,4X100 Meter Relay,Event 25,DNF,Girls,3,2017-02-11,Milo Western Relays,,--,Holmwood Technical High,,,Holmwood Technical High Girls
,,Class 4,4X100 Meter Relay,Event 25,DQ,Girls,2,2017-02-11,Milo Western Relays,,--,St. James High,,,St. James High
,,Class 3,4X100 Meter Relay,Event 26,45.84,Girls,3,2017-02-11,Milo Western Relays,,1,Edwin Allen High,,,Edwin Allen High School
,,Class 3,4X100 Meter Relay,Event 26,46.34,Girls,3,2017-02-11,Milo Western Relays,,2,Holmwood Technical High,,,Holmwood Technical High Girls
,,Class 3,4X100 Meter Relay,Event 26,46.92,Girls,3,2017-02-11,Milo Western Relays,,3,Hydel Group of Schools,,,Hydel High School
,,Class 3,4X100 Meter Relay,Event 26,50.21,Girls,3,2017-02-11,Milo Western Relays,,4,Mt. Alvernia High,,,Mount Alvernia High
,,Class 3,4X100 Meter Relay,Event 26,50.72,Girls,3,2017-02-11,Milo Western Relays,,5,Manchester High,,,Manchester High School Girls
,,Class 3,4X100 Meter Relay,Event 26,51.62,Girls,2,2017-02-11,Milo Western Relays,,6,Frome Technical High,,,Frome Technical High School
,,Class 3,4X100 Meter Relay,Event 26,52.37,Girls,1,2017-02-11,Milo Western Relays,,7,Rusea's High,,,Ruseas High
,,Class 3,4X100 Meter Relay,Event 26,53.01,Girls,1,2017-02-11,Milo Western Relays,,8,Petersfield High,,,Petersfield High
,,Class 3,4X100 Meter Relay,Event 26,53.02,Girls,1,2017-02-11,Milo Western Relays,,9,Westwood High School,,,Westwood High School
,,Class 3,4X100 Meter Relay,Event 26,53.53,Girls,2,2017-02-11,Milo Western Relays,,10,Merlene Ottey High,,,Merlene Ottey High School
,,Class 3,4X100 Meter Relay,Event 26,53.53,Girls,2,2017-02-11,Milo Western Relays,,10,Irwin High,,,Irwin High School
,,Class 3,4X100 Meter Relay,Event 26,53.66,Girls,2,2017-02-11,Milo Western Relays,,12,Tacius Golding High,,,Tacius Golding High
,,Class 3,4X100 Meter Relay,Event 26,53.93,Girls,1,2017-02-11,Milo Western Relays,,13,Bellefield High,,,Bellefield High School
,,Class 3,4X100 Meter Relay,Event 26,53.97,Girls,3,2017-02-11,Milo Western Relays,,14,St. Elizabeth Technical High,,,St. Elizabeth Technical High S
,,Class 3,4X100 Meter Relay,Event 26,54.53,Girls,1,2017-02-11,Milo Western Relays,,15,St. Hildas High School,,,St. Hildas High School
,,Class 3,4X100 Meter Relay,Event 26,56.24,Girls,1,2017-02-11,Milo Western Relays,,16,Belmont Academy,,,Belmont Academy
,,Class 3,4X100 Meter Relay,Event 26,DQ,Girls,2,2017-02-11,Milo Western Relays,,--,St. James High,,,St. James High
,,Class 2,4X100 Meter Relay,Event 27,46.03,Girls,2,2017-02-11,Milo Western Relays,,1,Holmwood Technical High,,,Holmwood Technical High Girls
,,Class 2,4X100 Meter Relay,Event 27,46.43,Girls,2,2017-02-11,Milo Western Relays,,2,Hydel Group of Schools,,,Hydel High School
,,Class 2,4X100 Meter Relay,Event 27,47.15,Girls,2,2017-02-11,Milo Western Relays,,3,Edwin Allen High,,,Edwin Allen High School
,,Class 2,4X100 Meter Relay,Event 27,47.15,Girls,2,2017-02-11,Milo Western Relays,,3,St. Elizabeth Technical High,,,St. Elizabeth Technical High S
,,Class 2,4X100 Meter Relay,Event 27,47.83,Girls,1,2017-02-11,Milo Western Relays,,5,Rusea's High,,,Ruseas High
,,Class 2,4X100 Meter Relay,Event 27,48.16,Girls,1,2017-02-11,Milo Western Relays,,6,Manchester High,,,Manchester High School Girls
,,Class 2,4X100 Meter Relay,Event 27,53.29,Girls,1,2017-02-11,Milo Western Relays,,7,Tacius Golding High,,,Tacius Golding High
,,Class 2,4X100 Meter Relay,Event 27,57.47,Girls,1,2017-02-11,Milo Western Relays,,8,Spot Valley High,,,Spot Valley High
,,Class 2,4X100 Meter Relay,Event 27,59.36,Girls,2,2017-02-11,Milo Western Relays,,9,Herbert Morrison,,,Herbert Morrison
,,Class 2,4X100 Meter Relay,Event 27,DQ,Girls,1,2017-02-11,Milo Western Relays,,--,Petersfield High,,,Petersfield High
,,Class 1,4X100 Meter Relay,Event 28,44.87,Girls,None,2017-02-11,Milo Western Relays,,1,Edwin Allen High,,,Edwin Allen High School
